# w_1 w_2 w_3 mu_1 mu_2 mu_3 sigma_1 sigma_2 sigma_3 logL logPrior
2.214571142404047066e-01 1.004726163972058384e-01 6.786711038655129924e-01 -7.608100796790373543e-01 1.105873367356861703e+00 3.562899075709849317e+00 1.127422334112032409e+00 6.111627835903731265e-01 9.633520476094846741e-01 -3.881090855701278542e+03 0.000000000000000000e+00
1.464814020758767321e-01 2.528129854727763082e-01 6.008408700930596424e-01 -1.119778034926967702e+00 1.259256165595240784e+00 3.671986141684045357e+00 1.087631005144600982e+00 1.677585647661899326e+00 9.556621910644216289e-01 -3.881088974847796180e+03 0.000000000000000000e+00
1.463579092443586527e-01 1.761160659416237118e-01 6.784637714684927934e-01 -1.118997197543609268e+00 4.821215051744155433e-01 3.496470715315437072e+00 1.082872336964880722e+00 1.252190520974318932e+00 9.837617394483596511e-01 -3.881088319336148743e+03 0.000000000000000000e+00
1.957333539390025412e-01 2.738396520520635646e-01 5.312528303857082523e-01 -8.182296411976581751e-01 2.085878722321574230e+00 3.693663091859963110e+00 1.248180022046610826e+00 1.754263863555578506e+00 8.819471663002753647e-01 -3.881087514564210323e+03 0.000000000000000000e+00
1.675385248945679417e-01 2.388924948164365958e-01 5.940886318109585007e-01 -7.131106790418884067e-01 1.454769757597703661e+00 3.670903793613498056e+00 1.191406816085396336e+00 1.612067006709640316e+00 9.119069408867066517e-01 -3.881087212256908060e+03 0.000000000000000000e+00
2.070904242001152529e-01 2.519813919170612593e-01 5.411251625244387631e-01 -7.961544777613430712e-01 2.251078121941851862e+00 3.709986877166797647e+00 1.125927672537749391e+00 1.283542598855573091e+00 9.394914011774482265e-01 -3.881087149351287735e+03 0.000000000000000000e+00
3.016674826042411300e-02 2.779444531952025010e-01 6.926241919248335988e-01 -1.834427977397740772e+00 -5.732498116544750000e-02 3.527845681789078647e+00 8.947215342567440555e-01 1.372399981086986021e+00 1.005769914681622579e+00 -3.881087045325118197e+03 0.000000000000000000e+00
1.862334176611688819e-01 3.310693493574892177e-01 4.826024693317038650e-01 -1.037701665636710402e+00 2.225934829784640190e+00 3.691856021904632801e+00 1.082707559108162965e+00 1.651507393099184151e+00 8.737334370729197275e-01 -3.881086358470841333e+03 0.000000000000000000e+00
2.640172793321721723e-01 7.834714658519048580e-02 6.576397766428369041e-01 -5.747225577718156897e-01 1.444426075938442411e+00 3.545162909594361533e+00 1.198671507960768157e+00 6.565643083108774203e-01 9.330735005693859829e-01 -3.881086299276024874e+03 0.000000000000000000e+00
1.917955606374424360e-01 2.693222677239588969e-01 5.395477542401612148e-01 -1.109556385258444910e+00 1.806144787132798690e+00 3.765634038417470908e+00 1.104748235825764313e+00 1.335931799082665350e+00 8.815560899170195031e-01 -3.881086039624457953e+03 0.000000000000000000e+00
2.031783516924710875e-01 1.327726223065946176e-01 6.646540433683970628e-01 -9.070689217938127102e-01 1.066585235566916090e+00 3.538298492011182628e+00 1.013176786727718603e+00 1.100821927636163045e+00 9.699211780780528924e-01 -3.881086000600241277e+03 0.000000000000000000e+00
1.521733639268225691e-01 1.665158752298435130e-01 6.820942643969045704e-01 -1.021082753502426277e+00 9.185028442354036260e-01 3.613026230119386728e+00 1.007554318894296363e+00 1.207679654281695658e+00 9.405742634574717487e-01 -3.881085454031637710e+03 0.000000000000000000e+00
2.587975787629098745e-01 5.411640266416600786e-01 2.009312403891908849e-01 -5.746480302128983420e-01 3.314534799400480125e+00 3.787082317863736503e+00 1.248809551795763140e+00 1.178274604880531040e+00 7.433866942361044838e-01 -3.881085310063851466e+03 0.000000000000000000e+00
1.572654124655686603e-01 2.861701499403012106e-01 5.570913866076444565e-01 -1.155581906925603475e+00 1.739553297834192547e+00 3.775478541704426316e+00 1.039055239190379787e+00 1.507496950665321522e+00 8.523488647855073097e-01 -3.881084217997546148e+03 0.000000000000000000e+00
3.100594524110768524e-01 5.493638456907176115e-01 1.414689981695098075e-01 -3.101213835871036717e-01 3.378754678539674039e+00 3.999900174017289256e+00 1.306395770956395808e+00 1.087420288896562948e+00 6.064626951166519619e-01 -3.881083687787187046e+03 0.000000000000000000e+00
2.157295825172567960e-01 1.288175004996342798e-01 6.562652681688726508e-01 -7.824816879726650409e-01 1.365402795263604752e+00 3.657555223863653726e+00 1.212260808680127866e+00 8.088494213594185078e-01 9.000514622933108999e-01 -3.881082662276074188e+03 0.000000000000000000e+00
2.897775721347769506e-01 4.958307339787558499e-02 6.616000238122765609e-01 -4.425217398105970035e-01 1.673900749277258182e+00 3.636412064887775131e+00 1.403001522686010416e+00 6.262470225734767526e-01 9.149992137866639341e-01 -3.881082063640227261e+03 0.000000000000000000e+00
2.926463167244075514e-01 3.157519484468935822e-01 3.925011431135953521e-01 -4.606780350565872206e-01 3.199791762170831166e+00 3.662803237436391690e+00 1.337035838275520305e+00 1.182814724630040448e+00 8.980873889448377501e-01 -3.881082048175238015e+03 0.000000000000000000e+00
1.576944236738446470e-01 1.998924569232247983e-01 6.433953918866148758e-01 -1.233950563801594624e+00 1.055954622295243617e+00 3.694558823534411118e+00 8.918691253413253417e-01 1.211308348546892510e+00 9.171251674560996214e-01 -3.881081921101377702e+03 0.000000000000000000e+00
1.109454527144253799e-01 3.376989994020766495e-01 5.523067611784062692e-01 -1.249313067328968074e+00 1.276970011602133193e+00 3.753055611953964643e+00 8.856018772483020829e-01 1.841184456064210107e+00 8.980029383292266187e-01 -3.881081914528162088e+03 0.000000000000000000e+00
1.768189797461716672e-01 2.789953269230088795e-01 5.451134513641032742e-01 -8.840731399210655095e-01 1.674673832510738203e+00 3.695634841933207682e+00 1.197450545663376387e+00 1.723929282112110828e+00 8.423706650420116349e-01 -3.881081306549238434e+03 0.000000000000000000e+00
1.264169564236560239e-01 2.059612020770199003e-01 6.679888808795761967e-01 -9.610030011355826796e-01 5.795049660942058756e-01 3.562218286860210359e+00 1.144230518702355592e+00 1.426305941659881560e+00 1.001451543901533681e+00 -3.881080969228170943e+03 0.000000000000000000e+00
1.520706287011784619e-01 2.928339223766430188e-01 5.560833708153867239e-01 -1.001376078709452333e+00 1.659877530283044189e+00 3.658273020848956669e+00 1.072301042304631080e+00 1.478620376857779473e+00 9.035745585735946994e-01 -3.881080061818834110e+03 0.000000000000000000e+00
2.669671123555158454e-01 1.549928499936736592e-01 5.789432604798812054e-01 -5.595148996731534874e-01 2.002414667376171131e+00 3.761422032252774716e+00 1.160171015078410361e+00 7.909530248544683895e-01 8.325782220259060340e-01 -3.881079958866444940e+03 0.000000000000000000e+00
2.631801837064350336e-01 3.787341114586804114e-01 3.589622005170337582e-01 -4.165072800998743663e-01 3.010447871086328497e+00 3.890334004593422712e+00 1.324785512561350576e+00 1.226923773109574123e+00 8.207976737390528799e-01 -3.881079118193843897e+03 0.000000000000000000e+00
2.472436127269022899e-01 1.687958303927432624e-01 5.837132016997742534e-01 -6.406931899247739759e-01 2.200151967112655704e+00 3.728598182341976486e+00 1.150786611127899928e+00 1.040575190367466485e+00 9.349258983957562386e-01 -3.881078648310543940e+03 0.000000000000000000e+00
2.757675231668651472e-01 1.085473882236129145e-01 6.165576961221292951e-01 -4.815777820667114795e-01 2.276003864775132612e+00 3.637703835660746066e+00 1.261114748214520187e+00 8.568407842665175522e-01 9.689035248885230489e-01 -3.881077172073585189e+03 0.000000000000000000e+00
1.557691445846986489e-01 2.796992472936507546e-01 5.645569990949255157e-01 -9.289699599327072566e-01 1.354194381059333541e+00 3.696240928550020399e+00 1.019461908087140767e+00 1.637173185137453135e+00 8.935498765492402296e-01 -3.881077148130802016e+03 0.000000000000000000e+00
2.775148737430902512e-01 3.251494599959619397e-02 6.902286184206463115e-01 -4.648409691103062569e-01 1.633279929289379151e+00 3.609945559941897475e+00 1.243024480583318159e+00 3.961407910792111298e-01 9.812392048748179718e-01 -3.881076305398404656e+03 0.000000000000000000e+00
2.756504651925770211e-01 3.516796363962241823e-01 3.730746825040879289e-01 -5.075278702174845780e-01 3.168881465185338975e+00 3.699524988076831722e+00 1.240194345831516110e+00 1.239486799940629602e+00 8.805737469556151886e-01 -3.881075846441089197e+03 0.000000000000000000e+00
1.782889218622983052e-01 1.563972596738956999e-01 6.656682077930808905e-01 -1.133502084750722894e+00 1.177235501323168565e+00 3.584229553673481394e+00 9.327094406483811273e-01 1.013048407500762638e+00 9.755448636340776636e-01 -3.881075404687584069e+03 0.000000000000000000e+00
1.494572916427800435e-01 2.729289974617935544e-01 5.777694850560507467e-01 -1.007494638964600453e+00 1.655152565119891284e+00 3.688014213259455332e+00 9.800206339561929880e-01 1.549606310436867807e+00 9.350815988955278879e-01 -3.881074942467591882e+03 0.000000000000000000e+00
2.223479229972522841e-01 1.839943150547276585e-01 5.937544949529869331e-01 -6.734430052784307064e-01 1.785840447185808255e+00 3.757280544731483207e+00 1.188134995089347834e+00 1.123173541946947296e+00 8.991018170474777138e-01 -3.881073657095515500e+03 0.000000000000000000e+00
1.711298816323507666e-01 2.147339296714743384e-01 6.151167483640197498e-01 -1.101632868132834897e+00 1.016431574402049787e+00 3.674597343451071474e+00 1.017475110282252571e+00 1.452988726523738894e+00 9.184931966526824754e-01 -3.881072617539174644e+03 0.000000000000000000e+00
2.204293039566633250e-01 2.671221169337743007e-01 5.125507755533282861e-01 -7.346107044268193054e-01 2.318490272673964014e+00 3.796126961575321701e+00 1.080386029919088386e+00 1.338151475407921120e+00 8.506482517688809253e-01 -3.881072114060409604e+03 0.000000000000000000e+00
1.128979017219383790e-01 3.001969059457131883e-01 5.865939553243533222e-01 -1.246341742913882999e+00 1.169158056893214281e+00 3.642531992090737969e+00 1.022005560085486486e+00 1.718216863312656884e+00 9.349794090503832367e-01 -3.881070460257331433e+03 0.000000000000000000e+00
1.578133265303012234e-01 2.464818224313065631e-01 5.960932827899502184e-01 -8.483295715364937983e-01 1.371218343775550297e+00 3.601729495958687188e+00 1.091125828717240731e+00 1.725409688425906030e+00 9.770275911833663507e-01 -3.881069709691940261e+03 0.000000000000000000e+00
1.666281060405258585e-01 2.101861793191428518e-01 6.222480681993871610e-01 -1.162582764301118177e+00 1.182498795726246499e+00 3.686343527694731836e+00 9.915932590587623885e-01 1.216200065090740301e+00 9.147768319256863734e-01 -3.881068744642698221e+03 0.000000000000000000e+00
1.538905041830284648e-01 2.224088587766342440e-01 6.244765655169224328e-01 -1.092463110479589217e+00 1.000786643010385335e+00 3.628839126454153519e+00 1.128690683234115033e+00 1.655617542844207479e+00 9.557311264062050560e-01 -3.881068121155306017e+03 0.000000000000000000e+00
1.203677457709587950e-01 1.914069013324025959e-01 6.890947187097845594e-01 -1.446452167750299500e+00 6.016861201251855196e-01 3.524912695232147009e+00 9.793420833973548456e-01 1.158262878569375820e+00 9.935646915429477977e-01 -3.881067293662340489e+03 0.000000000000000000e+00
3.231846030051248597e-01 2.223386266927547192e-02 6.551547203213301529e-01 -2.920035863973456380e-01 1.497963567187765133e+00 3.582419113492825158e+00 1.369127414502624873e+00 2.702150075480886926e-01 9.823398508381792071e-01 -3.881064990696856512e+03 0.000000000000000000e+00
1.011595235909314716e-01 2.357619402109703000e-01 6.638300934864713732e-01 -1.147070671463263913e+00 3.207943406977196710e-01 3.544396893362150802e+00 9.140323730232716715e-01 1.436597126614968190e+00 9.565884268335143048e-01 -3.881064923416707643e+03 0.000000000000000000e+00
2.810275940177924259e-01 2.928781812042311472e-01 4.266206698556456733e-01 -4.233630821495072416e-01 2.853342101085651450e+00 3.794926024481318994e+00 1.384913191867777948e+00 1.232398889463482750e+00 8.358488341036238722e-01 -3.881064142516685024e+03 0.000000000000000000e+00
1.587710732680004400e-01 2.190333064796221862e-01 6.231188399765233976e-01 -8.993924841315652507e-01 9.125153394686315034e-01 3.640347023177652463e+00 1.102291345000109501e+00 1.718904542295006665e+00 9.776199286807649713e-01 -3.881061717641696305e+03 0.000000000000000000e+00
1.881224405660187893e-01 2.201021800701017106e-01 5.925491216005424056e-01 -8.022127116898339905e-01 1.707547241018378958e+00 3.737247018085761763e+00 1.150788310227910172e+00 1.560797674731956741e+00 9.142391101251005070e-01 -3.881061673871650783e+03 0.000000000000000000e+00
2.407063855308464451e-01 1.578549808605269333e-01 6.019871131022195287e-01 -6.002411576757781253e-01 2.203346691624606724e+00 3.666256846356173327e+00 1.216819902081275773e+00 1.484473685163870904e+00 9.444421472211445012e-01 -3.881060795515025347e+03 0.000000000000000000e+00
1.894001591640304683e-01 2.181497742926740147e-01 5.920393356789654948e-01 -8.834440056827324028e-01 1.538374678878120294e+00 3.714679319207173425e+00 1.055770399232179413e+00 1.418455255323898268e+00 9.077032157135574986e-01 -3.881060606627084326e+03 0.000000000000000000e+00
1.832948102795329548e-01 2.096254347602043433e-01 6.075420120067779317e-01 -8.110606957601536049e-01 1.268437080867231836e+00 3.677904856022859992e+00 1.100490846391906308e+00 1.620469514975748648e+00 9.382884863597776848e-01 -3.881058527914130536e+03 0.000000000000000000e+00
2.257123421168625299e-01 1.895469327605566190e-01 5.852121017738082243e-01 -7.736119408589642310e-01 1.864720656444828872e+00 3.739857293632231183e+00 1.132272889288639339e+00 1.050503393843939648e+00 9.503227201348795061e-01 -3.881056980760347869e+03 0.000000000000000000e+00
2.473062564729089918e-01 6.730800979751105917e-02 6.862984502585942614e-01 -7.115200552504671316e-01 1.207152701780841220e+00 3.497944308850913675e+00 1.118464413535576574e+00 9.065264653523764649e-01 1.010352624061858107e+00 -3.881056526568452227e+03 0.000000000000000000e+00
2.667614826774518666e-01 6.519049251054034322e-01 8.225958489435070131e-02 -4.299464125679044457e-01 3.340718290502736387e+00 4.025315962899396638e+00 1.303749352658478022e+00 1.110433953383960004e+00 4.892492519391820061e-01 -3.881056301096547486e+03 0.000000000000000000e+00
1.289095804554032110e-01 2.367500843398770427e-01 6.346775570767073660e-01 -1.073144472879278943e+00 7.817461449909249849e-01 3.615862399135815419e+00 1.021979877240899226e+00 1.416553391145866758e+00 9.019791832198064130e-01 -3.881054536560226097e+03 0.000000000000000000e+00
2.861728832898706720e-01 6.675833292485393589e-01 4.720884202987429834e-02 -3.900246278426200419e-01 3.462742123962643248e+00 4.150873873168663408e+00 1.289599184195020287e+00 1.062188115224729446e+00 5.118515788422953738e-01 -3.881054061888287833e+03 0.000000000000000000e+00
2.828223358671968501e-01 2.375155087908941420e-01 4.799862174698510953e-01 -4.490357455281441812e-01 2.662201782965800678e+00 3.865978250259750837e+00 1.293686009490334632e+00 1.008766515210609338e+00 8.319530298110824340e-01 -3.881050284388642467e+03 0.000000000000000000e+00
1.776212552871856698e-01 2.882227400189076305e-01 5.337494505766324782e-01 -1.075907556682858868e+00 1.753885960433982705e+00 3.752193702479756698e+00 1.022986855321495137e+00 1.560793204765593245e+00 8.978773807983134736e-01 -3.881047984643927521e+03 0.000000000000000000e+00
1.675940002351040681e-01 2.752890441378093578e-01 5.576459451168999104e-01 -7.776667609466387798e-01 1.504681931778802051e+00 3.719741114506843971e+00 1.148108111236006534e+00 1.701082306526916943e+00 8.876700372673888007e-01 -3.881047229206778866e+03 0.000000000000000000e+00
1.828694118117521472e-01 1.715246819048057703e-01 6.460748736779245993e-01 -7.955162495656394883e-01 1.034458950296507140e+00 3.565057272191500815e+00 1.124210546052456960e+00 1.459519700511818341e+00 9.991660957367360929e-01 -3.881047098394080876e+03 0.000000000000000000e+00
2.815001766182472220e-01 6.667035964469785192e-01 5.255995303496367038e-02 -4.499646262519638729e-01 3.416094946988537995e+00 4.054864166627215383e+00 1.237250723606046376e+00 1.067832219141747974e+00 2.818583389428760411e-01 -3.881046036586028549e+03 0.000000000000000000e+00
8.101377764957312655e-02 3.422227842331048153e-01 5.777068747059171949e-01 -1.444101564808566884e+00 1.123822384893040205e+00 3.671789103288591871e+00 7.687976838756441778e-01 1.753502160791358122e+00 9.349139536921502458e-01 -3.881045819713542187e+03 0.000000000000000000e+00
