# w_1 w_2 w_3 mu_1 mu_2 mu_3 sigma_1 sigma_2 sigma_3 logL logPrior
1.503022868125643563e-01 2.401092722559043657e-01 6.089338641335328983e-01 -8.897945523574629645e-01 1.364950509966332159e+00 3.608165017148573739e+00 1.044630248001347628e+00 1.550251806166764057e+00 9.438994816388511788e-01 -3.883493316964629685e+03 0.000000000000000000e+00
2.376006155108771889e-01 7.011567047448791223e-02 6.930651447899487394e-01 -5.693033883311903187e-01 8.950428478636175411e-01 3.508097807104034516e+00 1.364502172874501706e+00 1.208576249670684666e+00 1.010381977692329958e+00 -3.883492581652416902e+03 0.000000000000000000e+00
2.836653783385515992e-01 1.023965778342537936e-01 6.145252907362466210e-01 -3.001648608172898247e-01 2.022246284532025484e+00 3.624995394410542637e+00 1.423681809494579564e+00 1.838855122410133713e+00 9.444736607325822098e-01 -3.883489792195259724e+03 0.000000000000000000e+00
2.155104189841817175e-01 3.042175534687309724e-01 4.795811457315543036e-01 -6.880325293751619053e-01 2.537744232557940460e+00 3.815421182188981852e+00 1.224281748341815801e+00 1.346171411615426639e+00 8.499712821645796224e-01 -3.883487579382755939e+03 0.000000000000000000e+00
5.253477201704682964e-02 3.591238560329443885e-01 5.885427010152401994e-01 -1.589817577589648145e+00 8.277168896555737732e-01 3.711645284918779542e+00 8.383580251524873628e-01 1.695446495631766304e+00 9.221439438689044144e-01 -3.883487081565954213e+03 0.000000000000000000e+00
1.363787381094966888e-01 2.033632320020166973e-01 6.600615207263980100e-01 -1.035797343729106590e+00 8.662201151281407885e-01 3.644099389431773695e+00 1.082872654608564744e+00 1.211420633810158964e+00 9.138620009228327623e-01 -3.883485925407108425e+03 0.000000000000000000e+00
1.079533597884154011e-01 2.299695196945943099e-01 6.623120224382521570e-01 -1.263902916273919486e+00 6.099086829853368474e-01 3.613246780194502072e+00 8.905611652490819097e-01 1.139230189191660525e+00 9.648871292069223227e-01 -3.883483164012657653e+03 0.000000000000000000e+00
3.311544418763706088e-01 6.665931446283838158e-01 2.895801916610102420e-03 -1.440520044849190884e-01 3.579892626595083449e+00 5.130294300511705430e+00 1.434445340777283473e+00 9.454954949192382330e-01 8.333530231910416530e-01 -3.883483133244676992e+03 0.000000000000000000e+00
2.939086201087096062e-01 3.322341370033183305e-01 3.747519438097905997e-01 -2.534645410064202964e-01 3.321113426282392478e+00 3.656269604077127422e+00 1.361584801596175343e+00 1.089427267072518468e+00 8.389880483001536104e-01 -3.883483022998426804e+03 0.000000000000000000e+00
1.292153843676995262e-01 2.822579759484549755e-01 5.892714711023003815e-01 -7.440799882626312201e-01 1.302342584343034515e+00 3.661576749784966278e+00 1.150151155451830443e+00 1.969088596317986717e+00 8.784311270521044657e-01 -3.883482008187160773e+03 0.000000000000000000e+00
2.739310892354462901e-01 4.139152207054175303e-01 3.130704124213458117e-01 -3.614249803664142946e-01 3.095094388062963109e+00 3.693759787355821000e+00 1.302802575737938673e+00 1.294956590701131560e+00 7.992507674395158412e-01 -3.883481353833740286e+03 0.000000000000000000e+00
3.307905596402517800e-01 6.081241654867433066e-01 6.188486053510170587e-02 -2.230658257981997517e-01 3.429865799035647811e+00 4.267059711765202046e+00 1.401638635658340126e+00 9.938098589302348795e-01 7.463311153298917144e-01 -3.883481166549828686e+03 0.000000000000000000e+00
2.786337594148321495e-01 8.390741493426376318e-02 6.372490463880139400e-01 -4.089699833877307178e-01 1.671019698906143436e+00 3.590909081158518923e+00 1.280511053197743054e+00 5.826758477724252039e-01 9.383033569847406552e-01 -3.883479888685392325e+03 0.000000000000000000e+00
2.748518927300104275e-01 1.395640825903595172e-01 5.863201376102467055e-01 -4.248342632466254321e-01 2.515028002764244874e+00 3.759899542601638167e+00 1.294733578228798976e+00 8.698732338943296893e-01 9.477227791892753883e-01 -3.883479088572580622e+03 0.000000000000000000e+00
3.002212405427081010e-01 6.828802154783502054e-01 1.786489169165671881e-02 -2.525496484264637131e-01 3.529745913592397422e+00 4.689245572780494697e+00 1.335915100114968501e+00 9.993524535954457777e-01 5.907424890020706032e-01 -3.883477924664568491e+03 0.000000000000000000e+00
2.924279771122545446e-01 5.965083030788461693e-01 1.116769287106324227e-01 -2.757657630725035003e-01 3.356509514183530385e+00 4.149123098527998543e+00 1.428519828716928508e+00 1.018119708428070647e+00 6.289645985344020085e-01 -3.883476621629129113e+03 0.000000000000000000e+00
2.862306307021868501e-01 3.635088209538069742e-02 6.781928824616740847e-01 -4.720823320553365066e-01 1.572894909265612373e+00 3.496156602726226303e+00 1.348293351978832710e+00 9.171042694099494907e-01 9.803570762314609555e-01 -3.883476495207573862e+03 0.000000000000000000e+00
2.569194724167803701e-01 9.800652290289178781e-02 6.459380673157012476e-01 -7.415677801616924469e-01 1.533218979912737145e+00 3.582944699734842420e+00 1.293932678770512990e+00 1.011766483283683904e+00 9.267636210418543907e-01 -3.883476418166713756e+03 0.000000000000000000e+00
1.973055543658635003e-01 2.104676192611204255e-01 5.918193742263004875e-01 -8.616862061863415079e-01 1.480423446628846396e+00 3.605194133377919830e+00 1.172420393709140640e+00 1.761151454057658272e+00 9.568875885004777260e-01 -3.883476203774946043e+03 0.000000000000000000e+00
3.307849491674660913e-01 6.648734749842948322e-01 4.938476663426104654e-03 -7.898668153290389071e-02 3.546299016873844412e+00 4.578785857769990031e+00 1.468204132521896188e+00 9.659982601278627179e-01 1.091939881971604631e+00 -3.883473765135057874e+03 0.000000000000000000e+00
2.717561356701103104e-01 2.103020952699712065e-01 5.177430979441652870e-01 -5.965384108195868063e-01 2.620491655196169223e+00 3.740003381039495700e+00 1.168348065193421048e+00 1.014372271827991501e+00 9.223108056583662062e-01 -3.883472925662991202e+03 0.000000000000000000e+00
2.397549063192796759e-01 2.418332807341880830e-01 5.186479545000729496e-01 -5.851262470467826216e-01 2.498867263954774209e+00 3.704666891606336332e+00 1.196311424396387046e+00 1.564176976248584205e+00 8.293039077971152695e-01 -3.883472363576197495e+03 0.000000000000000000e+00
3.393464963347643804e-01 6.588394373343295918e-01 2.799205861223096233e-03 -6.658220863714390224e-03 3.617956272354245773e+00 4.572844374410569124e+00 1.495407912517188409e+00 9.600848247362833154e-01 9.452095411680780934e-01 -3.883469553932710824e+03 0.000000000000000000e+00
5.640151439312288736e-04 3.117573096266738619e-01 6.885602953691605244e-01 -7.541737725446616691e-01 -2.781464169605727399e-01 3.493190349846599041e+00 4.538586415336880009e+00 1.399153071172862806e+00 1.019680985875139445e+00 -3.883469242894338095e+03 0.000000000000000000e+00
2.576071412072696298e-01 4.245278416937180999e-01 3.181960614431696976e-01 -7.026814150560410921e-01 2.977755956902017331e+00 4.008895765248252196e+00 1.133912080224756203e+00 1.151065077989244623e+00 8.152184817622234458e-01 -3.883469014569365299e+03 0.000000000000000000e+00
1.954899447212192498e-01 2.037920520170314054e-01 6.009729991083458955e-01 -9.998976602435203365e-01 1.316717781038421409e+00 3.637198785007589308e+00 1.111429107389172888e+00 1.579710290861756850e+00 9.739591003698006011e-01 -3.883467280507469695e+03 0.000000000000000000e+00
2.057258280597424882e-01 2.524806339096601349e-01 5.426357139673562147e-01 -9.365831243068291068e-01 2.165957451156352853e+00 3.621233970783609202e+00 9.815499502018745215e-01 1.389147470060656753e+00 9.133139699269922085e-01 -3.883466167446031250e+03 0.000000000000000000e+00
3.033881792755682150e-01 1.570971867923461052e-01 5.395080888246931439e-01 -3.399858979834317618e-01 2.597434464826384737e+00 3.760326188735255037e+00 1.402391258290615950e+00 1.055502224150076662e+00 8.623811435471742115e-01 -3.883464961161520932e+03 0.000000000000000000e+00
1.953337360727082084e-01 2.036516173419539166e-01 6.013992528281867367e-01 -6.632338339609034072e-01 1.308318459823879953e+00 3.709755072323423164e+00 1.291467051774525032e+00 1.657945613477943558e+00 9.099013532669527615e-01 -3.883464056246993096e+03 0.000000000000000000e+00
2.104254710211367063e-01 1.935527599676652721e-01 5.964880879961507176e-01 -9.340213396504523091e-01 2.051020717263325910e+00 3.610752918366108677e+00 1.069541850261478633e+00 1.437419376867977494e+00 9.201399997518118212e-01 -3.883463844934961344e+03 0.000000000000000000e+00
2.733754114362784704e-01 3.053138559588540746e-01 4.217574821379317385e-01 -4.314087326145815138e-01 3.145107483629620226e+00 3.745158690019259051e+00 1.214132045031156570e+00 1.181146223396639217e+00 8.524205092401373474e-01 -3.883463098344348964e+03 0.000000000000000000e+00
1.537443830055179872e-01 1.875569825122898326e-01 6.596621218977440915e-01 -7.828882277720023986e-01 5.798129282685599017e-01 3.525071345311377335e+00 1.259621875891938192e+00 1.606522913006978026e+00 1.030014389521331841e+00 -3.883460880694376101e+03 0.000000000000000000e+00
2.998284606336237279e-01 5.959958883081667436e-01 1.047836051490634024e-01 -3.387152633921557965e-01 3.351922151656889337e+00 4.142832461415753897e+00 1.246061712111677267e+00 1.094512859647399861e+00 5.499130463401794566e-01 -3.883460634537420901e+03 0.000000000000000000e+00
2.462365579795952331e-01 1.829229518078316075e-01 5.718206122352732512e-01 -7.000086158058289598e-01 1.740478175314939202e+00 3.709191582360438222e+00 1.185180339519238846e+00 1.382479517732207119e+00 8.719635273047275925e-01 -3.883459297848537972e+03 0.000000000000000000e+00
2.239348215609152926e-01 1.387781347151662015e-01 6.381467606126334235e-01 -7.885114129720166565e-01 1.328156934708888404e+00 3.565351814220578675e+00 1.061507318627806784e+00 1.122810419227932899e+00 1.014963770392919296e+00 -3.883458157020852923e+03 0.000000000000000000e+00
2.915891190900367635e-01 1.545286162644930184e-01 5.541967344586673505e-01 -3.996461280724641907e-01 2.649462109902692486e+00 3.640564481820601994e+00 1.368761893988266420e+00 1.320208680572591664e+00 9.791306004484413572e-01 -3.883457667975021195e+03 0.000000000000000000e+00
1.387693017517027116e-01 2.813984115310463885e-01 5.799695071480176489e-01 -9.928696326934050020e-01 1.118170585437751496e+00 3.709711780185330543e+00 9.766674465067960442e-01 1.529977952226424298e+00 9.382650489955136619e-01 -3.883455901538873604e+03 0.000000000000000000e+00
1.596936660535278885e-01 2.498387519913527477e-01 5.910836208984227014e-01 -6.027016843188635065e-01 1.451357676631710891e+00 3.660725580633223952e+00 1.287911098410776001e+00 1.898283629772743453e+00 8.930936906303699185e-01 -3.883455245074526829e+03 0.000000000000000000e+00
2.822405283492843697e-01 1.730051725608082736e-01 5.452568933967760767e-01 -4.620681604797831632e-01 2.433621112959336585e+00 3.702798071820105008e+00 1.201250238365663581e+00 9.970894658751197071e-01 8.673905563198845980e-01 -3.883454583434267533e+03 0.000000000000000000e+00
2.270229631406986137e-01 1.662702119952016444e-01 6.075388703813262570e-01 -7.707882564266010927e-01 1.499398072709562380e+00 3.630748738553451371e+00 1.341298433913362897e+00 1.521166027551859923e+00 9.540157593090350385e-01 -3.883454183738446773e+03 0.000000000000000000e+00
2.750005015040440925e-01 4.363715827309692652e-01 2.887362380094204983e-01 -4.491630867294506002e-01 3.143952002321096284e+00 3.720658752033191519e+00 1.272739592167764444e+00 1.283866669451906084e+00 6.725443749011535965e-01 -3.883453928215496489e+03 0.000000000000000000e+00
2.130944501441423555e-01 2.085526006252139686e-01 5.782283982452800508e-01 -9.509120627208305088e-01 2.009964209630564547e+00 3.637220230609266913e+00 1.171698053536503581e+00 1.403373131281771657e+00 9.558537430976103977e-01 -3.883453254758049752e+03 0.000000000000000000e+00
1.058920304340517510e-01 2.481938618290747411e-01 6.457767339848101695e-01 -1.124398890384906258e+00 6.165350150915790417e-01 3.610773206848326033e+00 9.587401663811312424e-01 1.726716936822498383e+00 9.969446277413732682e-01 -3.883450925399895823e+03 0.000000000000000000e+00
2.274870781789183616e-01 3.120176009187410893e-01 4.613509889347870985e-01 -8.373480197161136118e-01 2.338188672204587704e+00 3.662947384667652351e+00 1.041917915685787621e+00 1.548817278516927631e+00 8.818109203110352512e-01 -3.883447190869188489e+03 0.000000000000000000e+00
1.769905915187293954e-01 3.099545300522694724e-01 5.140341713891428688e-01 -9.958068887886865062e-01 2.080459821963184019e+00 3.669845732980299147e+00 9.730132219289889806e-01 1.873679668754861360e+00 8.827679588083431339e-01 -3.883447020920559225e+03 0.000000000000000000e+00
1.147192587106067758e-03 3.114314213868286108e-01 6.883855910490137564e-01 -7.572657604873623827e-01 -2.822758384293724832e-01 3.494764411817051553e+00 4.538915344192993473e+00 1.381480621914370266e+00 1.020316913300071793e+00 -3.883444935591788635e+03 0.000000000000000000e+00
1.831492216133654427e-01 2.092109114535731507e-01 6.084748885031961985e-01 -8.063847226625497910e-01 1.765094103705917350e+00 3.604411545587419941e+00 1.125519576937639599e+00 1.906521049903697751e+00 9.111627320698035826e-01 -3.883444373813678794e+03 0.000000000000000000e+00
2.586752233025011449e-01 1.757965470949467701e-01 5.652115171861630261e-01 -5.976771720344586925e-01 2.472620648230668294e+00 3.584712261484552354e+00 1.203175735944788549e+00 1.281311672367333676e+00 9.670926206001732028e-01 -3.883442934707488348e+03 0.000000000000000000e+00
2.917168425471468596e-01 6.269845378621480281e-02 6.453668837587436258e-01 -3.344394583952581268e-01 1.949927170326054116e+00 3.569145967409740550e+00 1.374823877469254052e+00 1.567636088589675181e+00 9.697315095022315257e-01 -3.883442909408779997e+03 0.000000000000000000e+00
2.797841182440160002e-01 4.875767033293696984e-01 2.334917773102982153e-01 -3.241194881610467982e-01 3.334200289852731647e+00 3.900004994435301242e+00 1.439878439410554600e+00 1.096316588308364537e+00 8.021755140330303346e-01 -3.883441342844375868e+03 0.000000000000000000e+00
7.175843539945560290e-02 2.866775421765084264e-01 6.418491107688951702e-01 -1.256395250091909999e+00 7.164372439121428071e-01 3.613217572353170759e+00 7.443422706181117565e-01 1.711614399971527645e+00 9.252822451346696120e-01 -3.883440917752131554e+03 0.000000000000000000e+00
1.528582221695926058e-01 2.740801154141161988e-01 5.728652830607113833e-01 -9.507058220131732185e-01 1.286273497488886086e+00 3.719755186448763240e+00 1.026154138134021565e+00 1.543984068585299463e+00 9.434420918337176332e-01 -3.883440706521987067e+03 0.000000000000000000e+00
1.628770802916497673e-01 2.731543882960542624e-01 5.637000754778497269e-01 -1.145809959534030753e+00 1.573773177131443601e+00 3.660053552684653155e+00 1.038321684587077076e+00 1.569921549973283481e+00 9.774988633172648766e-01 -3.883439656678687243e+03 0.000000000000000000e+00
2.313734357013168541e-01 3.116822957207451839e-01 4.571669447378451379e-01 -6.640581537155337832e-01 2.396873708339637865e+00 3.786121390000916076e+00 1.130608110142967471e+00 1.267445772557084682e+00 8.072504018098958234e-01 -3.883439345605181188e+03 0.000000000000000000e+00
2.041686665951019386e-01 2.084484926019099793e-01 5.879628634977021040e-01 -7.569732405303982725e-01 1.355826441466599253e+00 3.675300162657389347e+00 1.269438292624615050e+00 1.450104507158612721e+00 9.566581221812385794e-01 -3.883436827430744415e+03 0.000000000000000000e+00
2.399496505160981508e-01 3.801985244431983491e-01 3.794393946910525339e-01 -5.816586190636870990e-01 2.872697544363118194e+00 3.698461576834445985e+00 1.262979731283496942e+00 1.433778013597571066e+00 8.102358627897316978e-01 -3.883436092639571143e+03 0.000000000000000000e+00
2.232025125931489523e-03 3.350416468771414413e-01 6.637143347455767284e-01 -2.659753018786377710e-01 -8.145324204349890795e-02 3.574752080954124445e+00 3.355641470190526832e+00 1.516750261503944097e+00 9.770106428544587107e-01 -3.883435117901348804e+03 0.000000000000000000e+00
1.650965249969072179e-01 2.653581026849094471e-01 5.698176686150052683e-01 -9.390380535302995657e-01 1.292003166691447102e+00 3.692283245825633387e+00 1.173126113766066458e+00 1.568544884663025218e+00 8.576020298201281200e-01 -3.883434957367588140e+03 0.000000000000000000e+00
1.536024816244274949e-01 3.109567709135646063e-01 5.345642306770235219e-01 -1.204029023253582853e+00 1.695961885566123595e+00 3.737355717181326753e+00 9.861675015838167191e-01 1.729144872003066213e+00 8.938560275480939010e-01 -3.883434458130650455e+03 0.000000000000000000e+00
9.287368272378041835e-04 3.138742134428239017e-01 6.861438278948571723e-01 -7.497489874725156156e-01 -2.804706211610593081e-01 3.500537504891509499e+00 4.537657277071644124e+00 1.398203001945901303e+00 1.018961557340024582e+00 -3.883433923983773639e+03 0.000000000000000000e+00
2.718568253290470915e-01 4.619563801898162736e-01 2.662096736602607150e-01 -3.827669138793678427e-01 3.179936061978677397e+00 3.815906131769397192e+00 1.253268641199983158e+00 1.195052758418253314e+00 8.376772361469830841e-01 -3.883433912994352340e+03 0.000000000000000000e+00
2.904295596031846727e-01 3.953250516371807910e-01 3.138988835934710120e-01 -3.772125345086194681e-01 3.092165317535757740e+00 3.877943278968241536e+00 1.349347840715944047e+00 1.199835412508839516e+00 8.291930042789813493e-01 -3.883431643739185347e+03 0.000000000000000000e+00
6.066112312090973964e-03 3.035367994827388727e-01 6.908987861758980609e-01 -7.957977539058858074e-01 -2.409887086144361368e-01 3.539143959086623159e+00 3.033357115406233873e-01 1.361900413362386653e+00 9.922621418314832020e-01 -3.883431353307207701e+03 0.000000000000000000e+00
1.970718546310632480e-01 1.551431405439379352e-01 6.472884991786842512e-01 -9.527048135764791814e-01 1.268184069638460754e+00 3.573292703573470952e+00 1.105061468797167379e+00 1.386649281554661162e+00 1.011447840899296846e+00 -3.883431097600034263e+03 0.000000000000000000e+00
2.804204568057339086e-01 6.224921663698040897e-02 6.567925848107553088e-01 -6.514075074456263659e-01 1.441406602385610025e+00 3.595077261249893574e+00 1.189364356126213940e+00 7.241044383482956315e-01 9.741009093586449064e-01 -3.883430116010892561e+03 0.000000000000000000e+00
2.396785142820556103e-01 6.440248502320909674e-02 6.955576494636941387e-01 -7.281133467908593726e-01 9.827254059492760430e-01 3.475680689564403458e+00 1.193294450982635535e+00 8.471592048815471676e-01 1.019256862088556925e+00 -3.883429992170409605e+03 0.000000000000000000e+00
2.541503412804932971e-01 1.630245121529644015e-01 5.836719511250353376e-01 -5.310642106274721108e-01 2.239184377795735426e+00 3.748153238111701757e+00 1.149351805528771475e+00 8.955203566544919225e-01 9.553008232347883766e-01 -3.883427102257740444e+03 0.000000000000000000e+00
3.050409177678537476e-01 5.422527468648259408e-01 1.527642182038920216e-01 -3.556360451932710776e-01 3.430628117191225623e+00 3.742168013319357556e+00 1.403600102292262841e+00 1.133202470658357663e+00 5.810207065123937920e-01 -3.883426806227008456e+03 0.000000000000000000e+00
3.116981613496476178e-01 2.251009249278521640e-01 4.632455165116951545e-01 -3.069254578317598403e-01 3.072649128450278599e+00 3.713405789194853313e+00 1.319580330462962747e+00 1.154100928209415677e+00 8.696993924311238189e-01 -3.883426201104006850e+03 0.000000000000000000e+00
1.553852933479943355e-01 2.733137932215347066e-01 5.716543001051831441e-01 -1.359149500332302196e+00 1.233197711696221832e+00 3.720007304587131358e+00 8.919418479389095156e-01 1.334203021382192045e+00 9.067325015956255729e-01 -3.883424868841802891e+03 0.000000000000000000e+00
2.783255931318969201e-01 2.777094962992194271e-01 4.447340215178788303e-01 -3.088886441771865332e-01 2.911086185983281727e+00 3.706959793189392727e+00 1.406490119335954692e+00 1.374037875924427166e+00 7.907269205897741182e-01 -3.883421746856036407e+03 0.000000000000000000e+00
2.918107356955942366e-01 3.808714323442942695e-01 3.272573978519074389e-01 -4.609993828766339452e-01 3.167670732485093232e+00 3.706275687341624270e+00 1.281208220283005961e+00 1.298197622940438611e+00 8.110521530895086206e-01 -3.883416313382909721e+03 0.000000000000000000e+00
1.111418004142533389e-01 3.535689710067206337e-01 5.358991007787209382e-01 -1.305399077626371529e+00 1.483765700127470000e+00 3.800607705013232973e+00 8.570667640995597303e-01 1.625113340579757759e+00 8.226348914401214740e-01 -3.883414591755955371e+03 0.000000000000000000e+00
6.126198440376427745e-02 2.712017501414009102e-01 6.684033756986862418e-01 -1.037678936272239616e+00 1.906138078204685227e-01 3.629089973192454188e+00 8.529146028325530482e-01 1.520057336901452949e+00 9.221001823929951824e-01 -3.883414396379208483e+03 0.000000000000000000e+00
2.537278199158247149e-01 4.979542329892219232e-01 2.479444611384568897e-01 -6.198391285138508122e-01 3.147160291323705117e+00 3.932759578998701322e+00 1.229781463838557798e+00 1.180975023014078751e+00 6.327981051518515310e-01 -3.883411083358632823e+03 0.000000000000000000e+00
2.607486193196118518e-01 8.432828488866328520e-02 6.556883484153578356e-01 -6.593013751428036251e-01 1.946536400530988642e+00 3.648190012599237253e+00 1.188269271410807404e+00 1.031892677444153250e+00 9.756875237933021472e-01 -3.883410934077166530e+03 0.000000000000000000e+00
1.905513061585855372e-01 1.286270581859794704e-01 6.813902270110641091e-01 -7.971790398395774968e-01 1.298251068998051538e+00 3.544609942256842228e+00 1.075939999205175468e+00 1.292074937068439677e+00 9.700253520300240462e-01 -3.883410740867810091e+03 0.000000000000000000e+00
2.583635056794700846e-01 3.790673778659563453e-01 3.630680825105731535e-01 -4.604514726126324176e-01 3.025993561448975910e+00 3.784974922841743084e+00 1.257987570625880736e+00 1.123719096507050930e+00 7.992642271930168185e-01 -3.883409764060562338e+03 0.000000000000000000e+00
1.988435154246033509e-01 2.221755892247437858e-01 5.796200942585310045e-01 -8.012048135004921079e-01 1.558659811008079599e+00 3.664249369104705334e+00 1.317083125844389802e+00 1.653818983039572421e+00 8.782497534307354137e-01 -3.883408425677701416e+03 0.000000000000000000e+00
1.180916014422176280e-01 2.485930457059247756e-01 6.340988995975305187e-01 -1.295138372619093259e+00 1.057648470383180994e+00 3.542305909926765306e+00 9.887343519519073975e-01 1.553054116424619657e+00 9.687836696469116493e-01 -3.883408003729960001e+03 0.000000000000000000e+00
2.622534890632781113e-01 7.948776121653798599e-02 6.592566740632305189e-01 -6.069149488751947041e-01 1.413782284469057959e+00 3.568582157486574591e+00 1.303757399355738755e+00 9.975985213662652562e-01 1.029081544132095960e+00 -3.883407469820848746e+03 0.000000000000000000e+00
2.733073109180389482e-01 2.440547965064931435e-01 4.821281752121862052e-01 -6.294018703944649351e-01 2.745355254433833103e+00 3.677473165767215946e+00 1.222148013470483185e+00 1.347106076093501636e+00 9.189378319873030554e-01 -3.883406969315490642e+03 0.000000000000000000e+00
3.300913968094351114e-01 1.694588289908769861e-03 6.689322938365126481e-01 -1.633439086524295369e-01 1.606120336067230925e+00 3.552088124127641855e+00 1.417023327929705534e+00 3.518089083576816378e+00 9.616340694436741332e-01 -3.883406129661655996e+03 0.000000000000000000e+00
2.726251888846627502e-01 3.427139236002957889e-01 3.851484216723304321e-01 -6.347210154532310078e-01 2.937380358771903843e+00 3.882709067549618531e+00 1.133317023561523973e+00 1.099988068045805623e+00 8.488004605866136254e-01 -3.883406037094488966e+03 0.000000000000000000e+00
2.998288787149991919e-01 4.682526102969608028e-01 2.326811149763629571e-01 -2.946953641203797214e-01 3.442284482252671918e+00 3.772188868817635932e+00 1.375849861574361954e+00 1.187821903872688489e+00 6.840648122282263488e-01 -3.883405923550572425e+03 0.000000000000000000e+00
1.799848860209542489e-01 2.796942338405297712e-01 5.411565808301006530e-01 -6.303078784455480310e-01 1.815131692023762344e+00 3.686571474175284635e+00 1.138958049071013834e+00 1.719392016924026212e+00 9.058537187903425991e-01 -3.883402448115210973e+03 0.000000000000000000e+00
1.236321499329492424e-01 2.984837803699523784e-01 5.780288174800456424e-01 -1.334096264601685400e+00 1.435454254439161748e+00 3.642752713393135888e+00 8.862044669334639968e-01 1.543221064234540085e+00 8.862660959170546304e-01 -3.883401536139156633e+03 0.000000000000000000e+00
3.613054797347219765e-02 2.968585522104537078e-01 6.666798092861572211e-01 -1.732635386663388566e+00 2.252461972339488694e-01 3.611805008216176116e+00 6.262985597113613911e-01 1.377514652666456119e+00 9.475994425065887850e-01 -3.883397007197781932e+03 0.000000000000000000e+00
2.448765619785067682e-01 1.958386130652694790e-01 5.589019897228366673e-01 -6.081641177519836461e-01 2.386039451754470075e+00 3.636675239414159488e+00 1.327208558273602401e+00 1.603169395645425155e+00 9.118256057980668183e-01 -3.883394857700856846e+03 0.000000000000000000e+00
2.717812428395480207e-01 2.146550391283058024e-01 5.141506634249971563e-01 -5.480745947219322067e-01 2.406365348923549696e+00 3.833548163190567681e+00 1.251692084699012275e+00 9.557279241837398631e-01 9.338892568069940836e-01 -3.883389811084655321e+03 0.000000000000000000e+00
2.518215676528423042e-01 1.394231353819733177e-01 6.094712588400483799e-01 -3.318528775278897225e-01 2.280566454901122864e+00 3.613339741809288075e+00 1.345456441823247751e+00 1.457843768894790282e+00 9.292009533923435427e-01 -3.883389614129544498e+03 0.000000000000000000e+00
1.138995835982938437e-01 3.842641500971690216e-01 5.026639516601459912e-01 -1.430056275481752293e+00 1.646703690628467553e+00 3.694381309297819271e+00 9.516331168974692112e-01 1.869651091797420284e+00 8.762437869325281348e-01 -3.883388395164308349e+03 0.000000000000000000e+00
1.325892440276661699e-01 2.037087728815903387e-01 6.643408257016685248e-01 -1.418508572745357244e+00 8.117136573252541343e-01 3.625952928429120536e+00 9.547344520734660778e-01 1.350029114031878086e+00 9.322140675545141919e-01 -3.883388232756502475e+03 0.000000000000000000e+00
2.525804345513040228e-01 1.112553331928335110e-01 6.363842221220897821e-01 -4.901678214771023612e-01 1.361822963344313964e+00 3.596600574526947369e+00 1.279997355762032329e+00 1.290804777466878717e+00 9.208764923040009265e-01 -3.883387969754003279e+03 0.000000000000000000e+00
7.723523280919973588e-02 2.494250134473918190e-01 6.732950797994831094e-01 -1.328344544071375477e+00 2.260726004599167005e-01 3.599209771915224287e+00 7.822209284933226980e-01 1.356512193106919284e+00 9.520583043779603516e-01 -3.883387547237191939e+03 0.000000000000000000e+00
2.721034989253093284e-01 1.400000565717215983e-01 5.886020963578437737e-01 -3.115119858072801229e-01 2.280137700956641922e+00 3.681719306675071746e+00 1.330747731155068836e+00 1.572635479090766397e+00 9.133809815940975296e-01 -3.883387302036255278e+03 0.000000000000000000e+00
3.318090640445596762e-01 5.783159372158693801e-01 9.076235302553958828e-02 -2.976901660379234760e-01 3.421109005130310798e+00 3.992880967668392067e+00 1.368127324077377915e+00 1.074445788398639134e+00 5.306484462287698323e-01 -3.883386360169733052e+03 0.000000000000000000e+00
2.307818084989968210e-01 2.229147819905657191e-01 5.466368083659852717e-01 -5.482138192746562888e-01 2.163299436289751299e+00 3.669761788899760013e+00 1.227004081952675962e+00 1.481624682656017988e+00 8.510938211741875259e-01 -3.883386263344306826e+03 0.000000000000000000e+00
8.639811629468126253e-02 3.850585883986255564e-01 5.292930311955650335e-01 -1.282036172923126882e+00 1.122046862100272602e+00 3.779333205291297126e+00 8.535257618542865243e-01 1.852222983465517947e+00 8.784544673682692650e-01 -3.883384657020338636e+03 0.000000000000000000e+00
2.245795416297039215e-01 3.202061333131456244e-01 4.560793800702250822e-01 -6.120780971509787172e-01 2.679927707787104207e+00 3.736183558964189189e+00 1.171617611604064635e+00 1.615346232035733465e+00 8.047267063366352335e-01 -3.883382351684127570e+03 0.000000000000000000e+00
1.746716098389142768e-01 2.241375414293679813e-01 6.020611797769070961e-01 -9.370744284225929199e-01 1.462167978563058135e+00 3.540601729035775413e+00 1.094621955686120529e+00 1.672808398064965729e+00 9.182967728732820412e-01 -3.883382151160687044e+03 0.000000000000000000e+00
2.914627707485317187e-01 2.897520984130806943e-01 4.185928125618487705e-01 -3.662334615701685614e-01 3.264949340631157160e+00 3.684552613063079463e+00 1.335503927609077657e+00 1.175816891134159548e+00 8.542290490126440705e-01 -3.883381957793775655e+03 0.000000000000000000e+00
4.013288367985631128e-02 2.626814516839807157e-01 6.981228671360465432e-01 -1.765106937386544228e+00 -4.010277639824547102e-02 3.494192371709718081e+00 6.363181563993650647e-01 1.325501803177287385e+00 1.059218657582521761e+00 -3.883381189052880472e+03 0.000000000000000000e+00
7.453816587707479124e-02 2.467480810257440260e-01 6.796511496908371752e-01 -8.851032392921522884e-01 -4.990047313492409348e-02 3.583157762503146770e+00 1.133645812354389104e+00 1.539042183680045639e+00 9.949856705847575089e-01 -3.883380744983924160e+03 0.000000000000000000e+00
