# w_1 w_2 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
3.384076779591531636e-01 6.615923220408467254e-01 -1.257144639372867467e-01 3.640387190249880334e+00 2.027935190650192787e+00 1.343236681270148392e+00 -4.556498864183806290e+03 0.000000000000000000e+00
6.874408130930796945e-01 3.125591869069202500e-01 3.481933465641795955e+00 -2.163926706698330593e-01 1.368805840232816484e+00 1.982066907736117933e+00 -4.556497998279371132e+03 0.000000000000000000e+00
6.735066699157482573e-01 3.264933300842517983e-01 3.555379543781665763e+00 -8.232526950202791183e-02 1.453772101016793883e+00 2.118955543937886432e+00 -4.556496687596054471e+03 0.000000000000000000e+00
7.139292868439837125e-01 2.860707131560163985e-01 3.526549999680444802e+00 -2.062134792111872950e-01 1.438715472091269154e+00 1.984347550044004427e+00 -4.556496389317977446e+03 0.000000000000000000e+00
6.653702241358592229e-01 3.346297758641408326e-01 3.575360526501003555e+00 -2.216976521902460917e-01 1.369525338752480614e+00 2.163321135928530481e+00 -4.556496292554128559e+03 0.000000000000000000e+00
3.204197982613917195e-01 6.795802017386083360e-01 -1.258684641274913085e-01 3.606723401430484532e+00 1.918672526198039741e+00 1.395170877741057858e+00 -4.556495178029670569e+03 0.000000000000000000e+00
3.384626028089819938e-01 6.615373971910180062e-01 -1.560364075356309166e-01 3.570831597270828439e+00 1.896145341640450788e+00 1.367767901058210445e+00 -4.556494804245822706e+03 0.000000000000000000e+00
6.981700458106409046e-01 3.018299541893590399e-01 3.575018952057335220e+00 -1.432135256320886396e-01 1.348660432710675927e+00 2.039076760523057086e+00 -4.556492520776033416e+03 0.000000000000000000e+00
6.477743039955117244e-01 3.522256960044882201e-01 3.630426728099836353e+00 1.441538216305336406e-01 1.344072563884887161e+00 2.225842671450085852e+00 -4.556489770665813012e+03 0.000000000000000000e+00
6.998753752780429993e-01 3.001246247219570007e-01 3.497134198896227453e+00 -3.661289418753766456e-01 1.379118465412657368e+00 1.809477094074294579e+00 -4.556489474922358568e+03 0.000000000000000000e+00
6.493543093228603125e-01 3.506456906771396875e-01 3.600000042220710128e+00 -6.266584334030600445e-03 1.396719243748919315e+00 2.059365950228902786e+00 -4.556489098628088868e+03 0.000000000000000000e+00
6.962729268129380644e-01 3.037270731870618246e-01 3.561001087486193040e+00 -3.297370880919369140e-01 1.442965610717346747e+00 2.039226868499047551e+00 -4.556487617092197070e+03 0.000000000000000000e+00
2.978536298330194954e-01 7.021463701669804491e-01 -2.979109256052588361e-01 3.514949390326185696e+00 2.067513228452636742e+00 1.395491115690598249e+00 -4.556485983863414731e+03 0.000000000000000000e+00
2.894366093296908415e-01 7.105633906703091585e-01 -1.922721536061856862e-01 3.559762670726589473e+00 1.939141300053619288e+00 1.399795479424236433e+00 -4.556484433013389207e+03 0.000000000000000000e+00
7.243163548809213870e-01 2.756836451190785575e-01 3.490570130472773425e+00 -4.425791355333753563e-01 1.440865762490401991e+00 1.781104475388806785e+00 -4.556482010674944831e+03 0.000000000000000000e+00
6.621611789794422664e-01 3.378388210205577891e-01 3.532412154073698130e+00 -1.065249671834096329e-01 1.346189904414124117e+00 2.166578768416460576e+00 -4.556475449944598950e+03 0.000000000000000000e+00
7.124446477969560432e-01 2.875553522030440123e-01 3.442343314866526338e+00 -4.170159982176512292e-01 1.474966779589260479e+00 1.905652384407714894e+00 -4.556474649032659727e+03 0.000000000000000000e+00
3.047507559653199749e-01 6.952492440346799141e-01 -2.472462578448081927e-01 3.499929900550935447e+00 1.788462070314082553e+00 1.414519950837225704e+00 -4.556474017730863125e+03 0.000000000000000000e+00
6.679999490470824863e-01 3.320000509529175692e-01 3.514703354073308805e+00 -3.151094998981327500e-01 1.411650899731619280e+00 1.892062595820304560e+00 -4.556471844005257481e+03 0.000000000000000000e+00
2.939269561097266337e-01 7.060730438902732553e-01 -4.375582692474873081e-01 3.466500893247430604e+00 1.893937762704072325e+00 1.419037306442815893e+00 -4.556471266504224332e+03 0.000000000000000000e+00
7.051063632220754274e-01 2.948936367779246837e-01 3.478476537409950442e+00 -4.236287003429760056e-01 1.500580586969881614e+00 1.921942292153608012e+00 -4.556470495430698065e+03 0.000000000000000000e+00
3.145183266131668098e-01 6.854816733868331902e-01 -1.643377210151587831e-01 3.501985068750905317e+00 2.078313685966557856e+00 1.362106633043971726e+00 -4.556469389534126094e+03 0.000000000000000000e+00
3.030278301105516214e-01 6.969721698894483231e-01 -3.327487696897127312e-01 3.548545777476458163e+00 1.784566136568961348e+00 1.395852726031462820e+00 -4.556466223507384711e+03 0.000000000000000000e+00
6.510823305688744345e-01 3.489176694311255655e-01 3.565597768801613388e+00 1.718314402701634144e-02 1.316675855084875391e+00 2.117840633932708272e+00 -4.556466003079937764e+03 0.000000000000000000e+00
6.597081038652133911e-01 3.402918961347865534e-01 3.578259478211686773e+00 -1.799920957682640821e-02 1.427890256526263224e+00 2.085510983571543075e+00 -4.556465638116486844e+03 0.000000000000000000e+00
3.356984388967962363e-01 6.643015611032037082e-01 -2.904664922603701349e-01 3.525073241395134449e+00 2.023345408959027480e+00 1.420109151030969796e+00 -4.556465543025216903e+03 0.000000000000000000e+00
6.761041066553286072e-01 3.238958933446714483e-01 3.559773632701569657e+00 -1.520305502272717435e-01 1.435635143616959208e+00 1.887822990649022259e+00 -4.556465537235015290e+03 0.000000000000000000e+00
6.530194024610307402e-01 3.469805975389693153e-01 3.646377587261378395e+00 3.644692219248588105e-02 1.350761539627489238e+00 2.251568245632592724e+00 -4.556464563967898357e+03 0.000000000000000000e+00
6.436542141196424094e-01 3.563457858803575906e-01 3.605504170249600904e+00 -2.913284215096405630e-02 1.369334044421066432e+00 2.040295757855473457e+00 -4.556464523265287426e+03 0.000000000000000000e+00
3.016165700128225491e-01 6.983834299871775064e-01 -2.405784578544734875e-01 3.521641745018283753e+00 1.836108698700561481e+00 1.363807983500341603e+00 -4.556464176406304432e+03 0.000000000000000000e+00
3.149311857954405491e-01 6.850688142045594509e-01 -3.761619750308593524e-01 3.494845928343020880e+00 1.820255241927515755e+00 1.397520837370342495e+00 -4.556463713045759505e+03 0.000000000000000000e+00
2.896481694016990738e-01 7.103518305983007597e-01 -3.356354893398609818e-01 3.515269126778311826e+00 1.931992950085926530e+00 1.374712662804323804e+00 -4.556463492302313171e+03 0.000000000000000000e+00
6.791432418609366639e-01 3.208567581390633361e-01 3.549847173693388758e+00 -3.437180199713083667e-02 1.436463103686995701e+00 2.066650974387282513e+00 -4.556462165224870660e+03 0.000000000000000000e+00
3.379157700063051273e-01 6.620842299936948727e-01 -2.184694125030663958e-01 3.593847118254072992e+00 1.962831444852435547e+00 1.337063122849645014e+00 -4.556460274383964133e+03 0.000000000000000000e+00
7.173866017546115526e-01 2.826133982453884474e-01 3.509831672027406757e+00 -3.481208754778037373e-01 1.394157691569888113e+00 1.908847349803810101e+00 -4.556459288643150103e+03 0.000000000000000000e+00
7.078864102656439172e-01 2.921135897343560828e-01 3.534875171573283126e+00 -3.275500120085000910e-01 1.451607964851869603e+00 2.029366261838958074e+00 -4.556458334290030507e+03 0.000000000000000000e+00
6.584929670522897682e-01 3.415070329477102318e-01 3.593102861600596221e+00 -1.681411340249230335e-01 1.394862744179575564e+00 1.935568174370776218e+00 -4.556458182641123130e+03 0.000000000000000000e+00
6.724462483168057725e-01 3.275537516831942275e-01 3.497148616042289326e+00 -1.504034340263588898e-01 1.447837025555585466e+00 1.997762161382144797e+00 -4.556458082087767252e+03 0.000000000000000000e+00
3.220772054790082550e-01 6.779227945209918005e-01 -2.099237638255822269e-01 3.494858685672182830e+00 2.090412511606666968e+00 1.379134822127984217e+00 -4.556457850100501673e+03 0.000000000000000000e+00
3.263158077556307379e-01 6.736841922443692621e-01 -3.413030367910514506e-01 3.506413873250918467e+00 1.952003709153844024e+00 1.386054774054427785e+00 -4.556457540848447024e+03 0.000000000000000000e+00
3.095223625316786964e-01 6.904776374683213591e-01 -3.405937648125541006e-01 3.547920323445889146e+00 1.781584491671872161e+00 1.422769388111172262e+00 -4.556456832722018589e+03 0.000000000000000000e+00
7.043108606729241439e-01 2.956891393270759116e-01 3.452192428504780253e+00 -2.672817080284105584e-01 1.463748279786304174e+00 1.860216552249545074e+00 -4.556456779306614408e+03 0.000000000000000000e+00
6.465511720813607033e-01 3.534488279186392967e-01 3.596757386332301021e+00 -1.417145852837245756e-01 1.331236796617670803e+00 2.124584177920677330e+00 -4.556455859331061220e+03 0.000000000000000000e+00
6.950354546168416858e-01 3.049645453831583697e-01 3.512151885193363299e+00 -4.177683946868107068e-01 1.491032727725509321e+00 1.830470377598341303e+00 -4.556454247094388847e+03 0.000000000000000000e+00
7.141540251601217193e-01 2.858459748398782807e-01 3.494866342946149729e+00 -3.936765232582917218e-01 1.502013999507762820e+00 1.761376968159417800e+00 -4.556453397571311143e+03 0.000000000000000000e+00
3.614681364694252164e-01 6.385318635305747836e-01 3.209779275859762221e-02 3.645568906878118742e+00 2.248481082877048731e+00 1.317601626983383456e+00 -4.556452595573502549e+03 0.000000000000000000e+00
7.022977092255094922e-01 2.977022907744904523e-01 3.505034382261427606e+00 -4.244129685269983909e-01 1.458730122666166418e+00 1.975937492943825813e+00 -4.556450491433901334e+03 0.000000000000000000e+00
2.871039646965982683e-01 7.128960353034017317e-01 -2.981509864931793374e-01 3.509389113614961531e+00 1.820607682377309189e+00 1.490712474410857080e+00 -4.556449180554915074e+03 0.000000000000000000e+00
2.839879882256930999e-01 7.160120117743068446e-01 -3.670680313383362647e-01 3.536802581600901885e+00 1.911154579792530006e+00 1.404536366648487355e+00 -4.556447725527837974e+03 0.000000000000000000e+00
6.823766283484425932e-01 3.176233716515575178e-01 3.590595838057971889e+00 -1.004043461753149624e-01 1.321901950979641693e+00 1.976499772209893369e+00 -4.556445327469957192e+03 0.000000000000000000e+00
6.709923541774475142e-01 3.290076458225524303e-01 3.561819051886860432e+00 -9.773104878715688226e-02 1.457199213473908239e+00 2.048932495415335620e+00 -4.556445288247265125e+03 0.000000000000000000e+00
6.862793973367682376e-01 3.137206026632317069e-01 3.591655413187104795e+00 -1.292681547809176046e-01 1.322906545437373405e+00 2.072872960187820635e+00 -4.556445058377594250e+03 0.000000000000000000e+00
3.128952026369415385e-01 6.871047973630585171e-01 -2.146394822500559130e-01 3.605558326014960624e+00 2.065058920029964273e+00 1.351715166997811801e+00 -4.556440393205180044e+03 0.000000000000000000e+00
2.975594524928913409e-01 7.024405475071088256e-01 -3.803061548678174364e-01 3.512042441896271683e+00 1.984211849236941827e+00 1.484994357109451490e+00 -4.556440188362229492e+03 0.000000000000000000e+00
6.581497899266989249e-01 3.418502100733010751e-01 3.562558286967584920e+00 -2.677275915619334867e-01 1.374301187826308723e+00 2.007112817797800375e+00 -4.556438300087767857e+03 0.000000000000000000e+00
3.304268039549510538e-01 6.695731960450490572e-01 -1.449097422117087697e-01 3.603279319537341596e+00 1.904658084065452783e+00 1.377577340213349766e+00 -4.556437782107219391e+03 0.000000000000000000e+00
3.618013962579724740e-01 6.381986037420276370e-01 -8.242083668115951500e-02 3.604463148093369540e+00 2.120466455020817875e+00 1.358575333091874837e+00 -4.556437729942645092e+03 0.000000000000000000e+00
6.728998865355882986e-01 3.271001134644115904e-01 3.502408883867254907e+00 -3.396342277160493417e-01 1.393662280697409050e+00 1.943572004660222063e+00 -4.556437177554636946e+03 0.000000000000000000e+00
3.403254082410060444e-01 6.596745917589937891e-01 -2.527476089449985988e-02 3.537302353351244211e+00 2.020943056025271911e+00 1.370029918053573770e+00 -4.556436420834059390e+03 0.000000000000000000e+00
3.339429865963511879e-01 6.660570134036488676e-01 -5.094175749987595037e-02 3.636855950892281975e+00 2.053285761476183691e+00 1.316895730647214657e+00 -4.556436065826595950e+03 0.000000000000000000e+00
3.195987006828351906e-01 6.804012993171646428e-01 -4.956790533868257742e-02 3.520201001003309127e+00 2.141020895398385360e+00 1.384236897106456698e+00 -4.556435770384176067e+03 0.000000000000000000e+00
6.712798258583485556e-01 3.287201741416515555e-01 3.501970823219362483e+00 -1.071272209312275070e-01 1.393105740899466038e+00 1.969840522876549427e+00 -4.556435391796393560e+03 0.000000000000000000e+00
7.195107651073379129e-01 2.804892348926621426e-01 3.449070481697909862e+00 -4.264539399521275476e-01 1.499268735353666449e+00 1.748312262152678098e+00 -4.556434776759388114e+03 0.000000000000000000e+00
7.121257961752205379e-01 2.878742038247795176e-01 3.559288237995597015e+00 -2.626280075387211754e-01 1.424548662965925860e+00 1.990856057187777806e+00 -4.556434755280601166e+03 0.000000000000000000e+00
6.686349010725816111e-01 3.313650989274182779e-01 3.619116879438624146e+00 -2.050947425398195467e-01 1.337152870152672923e+00 2.024971752519899582e+00 -4.556434509388792321e+03 0.000000000000000000e+00
2.931813732734327438e-01 7.068186267265672562e-01 -2.202815166756814380e-01 3.564306112871709065e+00 2.048306696784218950e+00 1.409626519888754315e+00 -4.556434466120966135e+03 0.000000000000000000e+00
6.760227977780047803e-01 3.239772022219952197e-01 3.479221024771088189e+00 -3.070196464409576942e-01 1.448684330145540988e+00 1.897555238955684453e+00 -4.556433655040941630e+03 0.000000000000000000e+00
3.364170512412585912e-01 6.635829487587414643e-01 -2.354251140888974636e-01 3.499955412741553307e+00 1.998150112710420201e+00 1.412887761106480289e+00 -4.556430372502491082e+03 0.000000000000000000e+00
6.555774847955827545e-01 3.444225152044173566e-01 3.578429558025349788e+00 -1.346615657906354291e-01 1.401822027795226688e+00 2.200879378652498719e+00 -4.556429582887853030e+03 0.000000000000000000e+00
6.626616312215917182e-01 3.373383687784082263e-01 3.575558237394220296e+00 -7.865972248719803328e-02 1.383198335591873551e+00 2.262471871182223815e+00 -4.556429281713012642e+03 0.000000000000000000e+00
6.496962347077036570e-01 3.503037652922963430e-01 3.617513492879974368e+00 -4.180422291658786316e-02 1.301435664259711578e+00 2.202257596750973434e+00 -4.556428977802343070e+03 0.000000000000000000e+00
6.816999334670048594e-01 3.183000665329950296e-01 3.573431344085112205e+00 -1.004457580086275392e-01 1.401241728254844610e+00 2.210583795142843755e+00 -4.556428241442283252e+03 0.000000000000000000e+00
3.379532200569644873e-01 6.620467799430356237e-01 7.125608832106895829e-03 3.556268806449082387e+00 2.251851450320857762e+00 1.382090417322168419e+00 -4.556428039619033370e+03 0.000000000000000000e+00
7.032515984677650822e-01 2.967484015322348623e-01 3.527898043067648537e+00 -4.297987684919866158e-01 1.470982530471568017e+00 1.923804637094865155e+00 -4.556427928489037185e+03 0.000000000000000000e+00
3.054412816891757254e-01 6.945587183108241636e-01 -3.667353791958342102e-01 3.513729995013960217e+00 1.884520814074664985e+00 1.364242697153948303e+00 -4.556426945012713077e+03 0.000000000000000000e+00
6.848153161201920858e-01 3.151846838798078032e-01 3.520383507856398531e+00 -1.769155553817844395e-01 1.360837240698541173e+00 2.130081320055823291e+00 -4.556425401393080392e+03 0.000000000000000000e+00
6.594839993946436385e-01 3.405160006053563060e-01 3.563793056035442053e+00 4.551231144297346320e-02 1.344867854761859549e+00 2.240566037409906563e+00 -4.556425257193375728e+03 0.000000000000000000e+00
3.042174648317642616e-01 6.957825351682357384e-01 -4.366200488525334711e-01 3.480026611462720965e+00 1.919577096012947681e+00 1.476165255806818788e+00 -4.556424901064174264e+03 0.000000000000000000e+00
6.825289594412944361e-01 3.174710405587056194e-01 3.627522297077003355e+00 -1.438483659596763997e-01 1.367152044107561970e+00 2.088006881360460643e+00 -4.556424100176891443e+03 0.000000000000000000e+00
6.660593192420422026e-01 3.339406807579578529e-01 3.561427876051675323e+00 -4.968910016348921516e-02 1.318172892576931821e+00 2.006766848486494670e+00 -4.556423851324258067e+03 0.000000000000000000e+00
7.042844601482848299e-01 2.957155398517151701e-01 3.575172096492992502e+00 -2.842166417452239302e-01 1.416433741525223722e+00 1.842308667880912632e+00 -4.556423695284117457e+03 0.000000000000000000e+00
6.931371313327495676e-01 3.068628686672504324e-01 3.521194170637046650e+00 -2.755366069669925033e-01 1.372755307539835545e+00 2.083873337646000579e+00 -4.556422353043944895e+03 0.000000000000000000e+00
3.368590569639453025e-01 6.631409430360547530e-01 -1.307218614402973766e-01 3.616377446439031029e+00 2.043516485988531084e+00 1.307369560897103433e+00 -4.556419622567348597e+03 0.000000000000000000e+00
3.266626191438166127e-01 6.733373808561833318e-01 -5.916622306262350750e-02 3.584453182336239330e+00 2.061673170279129774e+00 1.303708680962867517e+00 -4.556417372958332635e+03 0.000000000000000000e+00
3.181554556290949742e-01 6.818445443709050258e-01 -5.954389214502148892e-02 3.585251571634315848e+00 2.037032023896609534e+00 1.318841919211379166e+00 -4.556416058053048801e+03 0.000000000000000000e+00
6.678028911627528208e-01 3.321971088372471237e-01 3.489557831279204159e+00 -1.657011591953976848e-01 1.405622798361924941e+00 2.026571380235641318e+00 -4.556416042070557523e+03 0.000000000000000000e+00
3.080441994870966593e-01 6.919558005129032852e-01 -1.666737680237127539e-01 3.567500332540953778e+00 1.852765914362513033e+00 1.400995847516651294e+00 -4.556415560414421634e+03 0.000000000000000000e+00
6.671128180474318325e-01 3.328871819525681119e-01 3.517448185510223091e+00 -2.539098251444987797e-01 1.448549178205850163e+00 2.031883221196906231e+00 -4.556413660500689730e+03 0.000000000000000000e+00
3.305349374909090088e-01 6.694650625090909912e-01 -1.500352946394907690e-02 3.622095586576409509e+00 2.198997765476596644e+00 1.391210288691911323e+00 -4.556411723698220158e+03 0.000000000000000000e+00
3.500944767187329498e-01 6.499055232812669392e-01 3.015938467608312440e-02 3.600495848255984566e+00 2.241325824823913404e+00 1.303043500491366968e+00 -4.556411575096441993e+03 0.000000000000000000e+00
3.315693728241361771e-01 6.684306271758638784e-01 -1.319768512043230091e-01 3.626895717187784030e+00 1.978058001516136200e+00 1.335875335885112314e+00 -4.556410056350048762e+03 0.000000000000000000e+00
6.409266224274939860e-01 3.590733775725060140e-01 3.627298075356520712e+00 1.342270873941279682e-02 1.359024613940219117e+00 2.268107705036966237e+00 -4.556409867226009737e+03 0.000000000000000000e+00
6.924656831325908257e-01 3.075343168674091743e-01 3.543048574202745549e+00 -1.669683217878902004e-01 1.470453329644727525e+00 2.064516644703614734e+00 -4.556409419625747432e+03 0.000000000000000000e+00
3.428115573378145986e-01 6.571884426621853459e-01 -1.130790740425032803e-01 3.551699072901404186e+00 2.215315196522356533e+00 1.395003560597176673e+00 -4.556406860561895883e+03 0.000000000000000000e+00
3.411147341276599687e-01 6.588852658723400868e-01 -1.329589042906197116e-01 3.537237613555016313e+00 2.191733803390282898e+00 1.379853455901800974e+00 -4.556406531513073787e+03 0.000000000000000000e+00
7.280439907108522402e-01 2.719560092891478154e-01 3.477315097173277358e+00 -4.028657825262288439e-01 1.453766152815627155e+00 1.803586779329010126e+00 -4.556405914735792066e+03 0.000000000000000000e+00
6.987517251130767049e-01 3.012482748869232396e-01 3.567806316344138917e+00 -2.992336093977342459e-01 1.378451815360306254e+00 1.833084213152259556e+00 -4.556404715469754592e+03 0.000000000000000000e+00
6.601528901529695181e-01 3.398471098470305929e-01 3.598001914154175473e+00 3.604890907586721926e-02 1.300471770178279529e+00 2.128571589619233428e+00 -4.556400227916102267e+03 0.000000000000000000e+00
6.651218618218479595e-01 3.348781381781520960e-01 3.606256601889223479e+00 2.821896083049461879e-02 1.377274899004479858e+00 2.040001560659985280e+00 -4.556399138653843693e+03 0.000000000000000000e+00
3.496543201151476321e-01 6.503456798848524789e-01 -6.791846132538012504e-02 3.555571930838523631e+00 2.225056611045558963e+00 1.365718662479231460e+00 -4.556398804851080058e+03 0.000000000000000000e+00
3.670402321213687702e-01 6.329597678786311743e-01 4.578468252180983855e-02 3.642640978221574510e+00 2.190811351941127860e+00 1.328052429620166119e+00 -4.556395697561372799e+03 0.000000000000000000e+00
7.174251291526063667e-01 2.825748708473936888e-01 3.509646645707414692e+00 -4.335598366886733168e-01 1.454510483928613596e+00 1.915359598041998623e+00 -4.556395315356104220e+03 0.000000000000000000e+00
2.953404915384313378e-01 7.046595084615686622e-01 -1.619096801378117623e-01 3.543289071456822814e+00 1.937118972371790759e+00 1.449312683736622809e+00 -4.556393593440862787e+03 0.000000000000000000e+00
7.218611073091697472e-01 2.781388926908303083e-01 3.507833565063623649e+00 -4.191834767020521935e-01 1.488757909979903538e+00 1.852882393078846723e+00 -4.556392867040538476e+03 0.000000000000000000e+00
3.268617692744365533e-01 6.731382307255634467e-01 -5.091459074224517767e-02 3.534434444771666683e+00 2.191870732456676851e+00 1.414052880266996715e+00 -4.556392161640244012e+03 0.000000000000000000e+00
7.055324044034193554e-01 2.944675955965807002e-01 3.550170029660108639e+00 -3.248189865453962044e-01 1.481708082473416788e+00 1.856000478746909099e+00 -4.556391591957319179e+03 0.000000000000000000e+00
6.512245300922144819e-01 3.487754699077855736e-01 3.597663666536367710e+00 2.965759416571772666e-02 1.407610229674871594e+00 2.157772487087952218e+00 -4.556389131526174424e+03 0.000000000000000000e+00
3.061657447390055409e-01 6.938342552609945146e-01 -3.942358415615268008e-01 3.531471349857859376e+00 1.892759865576117306e+00 1.375602907389105845e+00 -4.556388135664563379e+03 0.000000000000000000e+00
7.206402193557734925e-01 2.793597806442265075e-01 3.463678608796649350e+00 -4.833507126434671841e-01 1.474111026922835466e+00 1.845086193094641613e+00 -4.556386011812508514e+03 0.000000000000000000e+00
7.125970148680395022e-01 2.874029851319604978e-01 3.505195532812476422e+00 -3.871870086201228967e-01 1.502922810243809248e+00 1.783390432696247530e+00 -4.556385904827729064e+03 0.000000000000000000e+00
6.884555593339305446e-01 3.115444406660695109e-01 3.479560640351411216e+00 -2.654358036395247922e-01 1.490548657667704946e+00 1.943739537765566849e+00 -4.556385872385735638e+03 0.000000000000000000e+00
6.937372715015301949e-01 3.062627284984698051e-01 3.456466811671718542e+00 -2.439604836959906597e-01 1.427705807964681384e+00 1.978392727271356177e+00 -4.556384798471248359e+03 0.000000000000000000e+00
2.899807281057955044e-01 7.100192718942045511e-01 -4.242802558188612516e-01 3.471409849827312932e+00 1.894359437101532428e+00 1.413045121315721575e+00 -4.556382716921450992e+03 0.000000000000000000e+00
6.567146571883467621e-01 3.432853428116531269e-01 3.578698607623246097e+00 -2.262111685783862736e-01 1.373145185658784406e+00 1.948946331092578976e+00 -4.556381121715942754e+03 0.000000000000000000e+00
6.840542051038294158e-01 3.159457948961706952e-01 3.549823381281684398e+00 -2.060187689399934907e-01 1.322670959503986055e+00 2.032494278633032003e+00 -4.556380886632279726e+03 0.000000000000000000e+00
6.883257467885546266e-01 3.116742532114453734e-01 3.600245960062951500e+00 -5.504031771404577222e-02 1.356530908115352485e+00 2.104470949853402217e+00 -4.556379834602411393e+03 0.000000000000000000e+00
6.954907128697634944e-01 3.045092871302364501e-01 3.461667189981582293e+00 -2.834538770495627635e-01 1.438999997524733621e+00 2.018569326427928967e+00 -4.556379671662087276e+03 0.000000000000000000e+00
7.099400216748816828e-01 2.900599783251183172e-01 3.455702788775195433e+00 -2.655581699282473784e-01 1.446878453731510916e+00 1.930465117011130882e+00 -4.556379178757373666e+03 0.000000000000000000e+00
7.035423262928228727e-01 2.964576737071771273e-01 3.445204159737304206e+00 -3.339702133758312153e-01 1.483546197016494927e+00 1.820224483443673380e+00 -4.556378074215084780e+03 0.000000000000000000e+00
6.706442656777494848e-01 3.293557343222503486e-01 3.599738310339088976e+00 -5.508312393252823291e-02 1.432692481433870624e+00 2.114117983406653689e+00 -4.556377925368404249e+03 0.000000000000000000e+00
6.883202404911797911e-01 3.116797595088203199e-01 3.601135249954609208e+00 -2.028844303247852032e-01 1.341415144269491266e+00 1.949188890399912610e+00 -4.556377132258628990e+03 0.000000000000000000e+00
6.979884161466456405e-01 3.020115838533544150e-01 3.514070830697563874e+00 -2.312168245653664078e-01 1.396801959918929192e+00 2.106543630828601632e+00 -4.556376176130737804e+03 0.000000000000000000e+00
6.752970104061818413e-01 3.247029895938181032e-01 3.630611161644388574e+00 -5.919274842465074848e-02 1.343692953726155492e+00 2.155730328477214464e+00 -4.556374995143921296e+03 0.000000000000000000e+00
3.579755809285437018e-01 6.420244190714562427e-01 -4.031131224698042415e-02 3.594888555555002085e+00 2.131513095218330101e+00 1.394847772203773095e+00 -4.556374461764588887e+03 0.000000000000000000e+00
2.961990574265369047e-01 7.038009425734631508e-01 -1.180750068689892240e-01 3.541419058450138380e+00 1.993246697844283766e+00 1.394686025321881129e+00 -4.556374216898494524e+03 0.000000000000000000e+00
6.544088875155713581e-01 3.455911124844286419e-01 3.601002799813493471e+00 8.742980097426553132e-02 1.349725428861994647e+00 2.099732148627771799e+00 -4.556373110732263740e+03 0.000000000000000000e+00
6.451429027895521084e-01 3.548570972104478916e-01 3.596695361522380452e+00 -5.249875019911245250e-02 1.335970126136735603e+00 2.019308159610748277e+00 -4.556372813975472127e+03 0.000000000000000000e+00
6.763922791517209543e-01 3.236077208482791567e-01 3.586178951901215495e+00 4.134288273861025376e-02 1.379855180454016672e+00 2.138404720965526362e+00 -4.556371298995083635e+03 0.000000000000000000e+00
6.654051181064168929e-01 3.345948818935831071e-01 3.628695278124234314e+00 -1.380057814475188840e-02 1.353021399405458736e+00 2.017380129279882972e+00 -4.556371017762592601e+03 0.000000000000000000e+00
6.390607916766483099e-01 3.609392083233516901e-01 3.597799766120919340e+00 -8.016181179325782002e-02 1.369705943777734802e+00 2.123508534437376749e+00 -4.556370778877323573e+03 0.000000000000000000e+00
2.919097738760955130e-01 7.080902261239043760e-01 -4.399937663471579219e-01 3.460014157648508171e+00 1.803059144800555957e+00 1.421600007227658446e+00 -4.556370468948695816e+03 0.000000000000000000e+00
3.012766213382795377e-01 6.987233786617204068e-01 -1.695291927182942804e-01 3.485339228532353228e+00 1.970635668435574805e+00 1.457556593426858838e+00 -4.556370348310041663e+03 0.000000000000000000e+00
3.419781600131835964e-01 6.580218399868164036e-01 1.655561656964331732e-02 3.618779873548219062e+00 2.056731616873345381e+00 1.310091195521902785e+00 -4.556366896207191530e+03 0.000000000000000000e+00
6.543902094766187449e-01 3.456097905233812551e-01 3.567524984213780392e+00 -1.726936277115903862e-01 1.423959401864979935e+00 2.022602490249066687e+00 -4.556366434243062031e+03 0.000000000000000000e+00
3.363505595767306566e-01 6.636494404232693434e-01 -2.879998618603012983e-01 3.534758058618780563e+00 1.912336548353966270e+00 1.392515947504602503e+00 -4.556366368711994255e+03 0.000000000000000000e+00
3.458418050905255892e-01 6.541581949094744663e-01 -9.576057610838456524e-02 3.534751292786431076e+00 2.094498503636395448e+00 1.341716289657475691e+00 -4.556366035771699899e+03 0.000000000000000000e+00
3.464642208083075214e-01 6.535357791916924786e-01 -7.073003478493214424e-02 3.529162151204750852e+00 2.104517008584845694e+00 1.358296252696793438e+00 -4.556364629271731246e+03 0.000000000000000000e+00
3.317459425882244295e-01 6.682540574117755705e-01 -8.240085137881329735e-02 3.511073434212764521e+00 2.144982333132254393e+00 1.401577065206806028e+00 -4.556363750021782835e+03 0.000000000000000000e+00
3.388430294154435862e-01 6.611569705845564693e-01 -2.556468751858360644e-01 3.537277781331851667e+00 1.913399679462247871e+00 1.388353629118733501e+00 -4.556361194266166422e+03 0.000000000000000000e+00
3.382289220093541160e-01 6.617710779906459395e-01 -1.557414551333792807e-01 3.603800247978091065e+00 1.926423840800354892e+00 1.367581720697210290e+00 -4.556359172202804075e+03 0.000000000000000000e+00
6.596203003009757371e-01 3.403796996990243184e-01 3.558338275993736755e+00 -1.408306322864062432e-01 1.435851687210789818e+00 1.985784111870287916e+00 -4.556358278690380757e+03 0.000000000000000000e+00
7.024261646914211621e-01 2.975738353085787824e-01 3.453472958775070101e+00 -4.097877078161480946e-01 1.425808924284967416e+00 1.793384369226726394e+00 -4.556356755122907998e+03 0.000000000000000000e+00
