# w_1 w_2 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
6.671915080968809919e-01 3.328084919031190081e-01 3.539508202263159209e+00 -1.537829870607674565e-01 1.397004024409960854e+00 2.080947477719695460e+00 -4.554239629589125798e+03 0.000000000000000000e+00
2.987837920537902980e-01 7.012162079462097575e-01 -3.307204107900816314e-01 3.479297581721936261e+00 1.892552681664443792e+00 1.437834024824599766e+00 -4.554239201996068914e+03 0.000000000000000000e+00
6.808713274271235294e-01 3.191286725728764151e-01 3.556608923453067561e+00 -7.797903780412196451e-02 1.384572078951200158e+00 2.053620957342345399e+00 -4.554238887372490353e+03 0.000000000000000000e+00
3.343408334059395082e-01 6.656591665940605473e-01 -7.444070552617398917e-02 3.579966503229496055e+00 2.136719563261596733e+00 1.348917738313163195e+00 -4.554238467513291653e+03 0.000000000000000000e+00
6.939683647360537222e-01 3.060316352639462778e-01 3.544306098712790565e+00 -1.776396223839422917e-01 1.429048612176832211e+00 2.010299984394542605e+00 -4.554237394289526492e+03 0.000000000000000000e+00
6.661505225953340270e-01 3.338494774046660285e-01 3.566853982953046565e+00 -1.372370623283797053e-01 1.357709022977536151e+00 1.985722399387852999e+00 -4.554236641785619213e+03 0.000000000000000000e+00
6.760309911431454655e-01 3.239690088568545900e-01 3.585875513838475470e+00 -1.995432325756494318e-01 1.366379648346546904e+00 2.051547380762416939e+00 -4.554236399280883234e+03 0.000000000000000000e+00
3.309880174419561061e-01 6.690119825580439494e-01 -1.280537208711191310e-01 3.544797357799953197e+00 1.979136831811344477e+00 1.382349381343850991e+00 -4.554235072888192917e+03 0.000000000000000000e+00
6.932994723604268827e-01 3.067005276395730617e-01 3.505393413269898506e+00 -2.831946050692228378e-01 1.462011434393134746e+00 1.912178193994994890e+00 -4.554233244599674435e+03 0.000000000000000000e+00
3.231439697498244001e-01 6.768560302501755999e-01 -1.779664490629787876e-01 3.559563154515039685e+00 2.106560926988267024e+00 1.373458746501897698e+00 -4.554231366487287232e+03 0.000000000000000000e+00
6.814173304110956453e-01 3.185826695889044657e-01 3.508815457422657325e+00 -2.903471628404093452e-01 1.405984076238317115e+00 1.913292878072712755e+00 -4.554230539272174610e+03 0.000000000000000000e+00
6.845117873720021340e-01 3.154882126279977550e-01 3.576120527855194187e+00 -1.881705139893542766e-01 1.363410603102788166e+00 2.045813742669378321e+00 -4.554230535529990448e+03 0.000000000000000000e+00
6.699881399411775629e-01 3.300118600588223816e-01 3.575951593219042657e+00 -2.198531904424720629e-01 1.370707885110086455e+00 2.016514269134138893e+00 -4.554229699245843221e+03 0.000000000000000000e+00
6.843719411148478926e-01 3.156280588851521074e-01 3.522628094348764449e+00 -1.666237541265406796e-01 1.434245726143629440e+00 1.997805156324641729e+00 -4.554229665029444732e+03 0.000000000000000000e+00
2.998663938004343388e-01 7.001336061995656612e-01 -2.962203806954751273e-01 3.548182780844003403e+00 1.880390344921943013e+00 1.417983943337992381e+00 -4.554229210817237799e+03 0.000000000000000000e+00
6.832159406323518036e-01 3.167840593676482519e-01 3.502687020753085800e+00 -2.500603202423564153e-01 1.407346997678246003e+00 1.999981425492499465e+00 -4.554228406411977630e+03 0.000000000000000000e+00
3.020059281896863013e-01 6.979940718103136987e-01 -2.628939376846020082e-01 3.493198310605256651e+00 1.966494675457365116e+00 1.438299236563458816e+00 -4.554227945714202178e+03 0.000000000000000000e+00
6.877423817752523760e-01 3.122576182247476240e-01 3.546045991196382197e+00 -2.214166236989432712e-01 1.398256798321952932e+00 2.073522344530922545e+00 -4.554227585695807647e+03 0.000000000000000000e+00
6.628619148420352714e-01 3.371380851579647286e-01 3.582996121882893625e+00 -6.435419363786112901e-02 1.388607558275455789e+00 2.124357881006432525e+00 -4.554225996662471516e+03 0.000000000000000000e+00
3.183958059724360523e-01 6.816041940275638922e-01 -9.234259091314901691e-02 3.557702200063831643e+00 2.010863580327689970e+00 1.374775983863520290e+00 -4.554225796836775771e+03 0.000000000000000000e+00
3.221576337189007710e-01 6.778423662810991734e-01 -1.915799791795528839e-01 3.558419751286281407e+00 1.909720274939455287e+00 1.396305053991003131e+00 -4.554224307381851759e+03 0.000000000000000000e+00
3.281278779566980663e-01 6.718721220433020447e-01 -1.729936528856766131e-01 3.553820744320410174e+00 1.973154417829519724e+00 1.421208902933413842e+00 -4.554224118814700887e+03 0.000000000000000000e+00
6.947754432043787842e-01 3.052245567956213268e-01 3.542984993322970233e+00 -3.128491582342677324e-01 1.396981970861802980e+00 1.878624245567090512e+00 -4.554223353926963682e+03 0.000000000000000000e+00
6.840827204822563790e-01 3.159172795177437321e-01 3.572310733538267336e+00 -2.450098946804970812e-01 1.423350133787003147e+00 1.980448824244331218e+00 -4.554221786537655134e+03 0.000000000000000000e+00
3.363856463062943059e-01 6.636143536937056941e-01 -1.231594751326096221e-01 3.570648639923088563e+00 2.047078668185969619e+00 1.403918492234234705e+00 -4.554221727636348987e+03 0.000000000000000000e+00
2.990688473961871097e-01 7.009311526038128903e-01 -2.897779771256188686e-01 3.510100824622115478e+00 1.840682098877118644e+00 1.431011013470965043e+00 -4.554221713423270558e+03 0.000000000000000000e+00
6.973570845790252326e-01 3.026429154209746564e-01 3.525944912344274762e+00 -2.317376839108264419e-01 1.433821347841732097e+00 1.884105352815569123e+00 -4.554221457844325414e+03 0.000000000000000000e+00
2.966204259635790708e-01 7.033795740364209292e-01 -3.025207034510030701e-01 3.491179542162594629e+00 1.923572941762621280e+00 1.419576129731557890e+00 -4.554220723711714527e+03 0.000000000000000000e+00
6.633312776619142426e-01 3.366687223380857574e-01 3.550518353687571516e+00 -1.034925632768926018e-01 1.385509713770501472e+00 2.098241317033755049e+00 -4.554220520134895196e+03 0.000000000000000000e+00
7.068284014109608160e-01 2.931715985890391840e-01 3.521147676298083340e+00 -3.247963988309414685e-01 1.429362097379365260e+00 1.854629115158534791e+00 -4.554220214598646635e+03 0.000000000000000000e+00
3.108189323231288492e-01 6.891810676768712618e-01 -2.571444391280584552e-01 3.524117815822632060e+00 1.866764811339948649e+00 1.394100564884620308e+00 -4.554219342875206166e+03 0.000000000000000000e+00
3.232999370348473844e-01 6.767000629651526156e-01 -1.855100547175163039e-01 3.567446464368532855e+00 1.978462710458049445e+00 1.426606585385866710e+00 -4.554218964217935536e+03 0.000000000000000000e+00
6.903520244686517371e-01 3.096479755313481519e-01 3.548491977160508348e+00 -3.180694145976910581e-01 1.423120758422337317e+00 1.965958894985882166e+00 -4.554218649073152847e+03 0.000000000000000000e+00
3.289413644004804960e-01 6.710586355995195040e-01 -2.228671518134567875e-01 3.566852286279476481e+00 2.047207737647468218e+00 1.401439306575412935e+00 -4.554217296550101310e+03 0.000000000000000000e+00
3.123076735545041727e-01 6.876923264454957163e-01 -2.860737313117363012e-01 3.550599403192154391e+00 1.976851733977181613e+00 1.377669510466987379e+00 -4.554216039197732243e+03 0.000000000000000000e+00
3.242602298810232653e-01 6.757397701189767902e-01 -1.017461190498299556e-01 3.584700822355801009e+00 2.122273248061284256e+00 1.380728083917278637e+00 -4.554215432965158470e+03 0.000000000000000000e+00
2.971504489072872013e-01 7.028495510927128542e-01 -3.056751910941280514e-01 3.489495219058797115e+00 1.938500036063378840e+00 1.430663541906534997e+00 -4.554215292340604719e+03 0.000000000000000000e+00
6.680737898261258634e-01 3.319262101738741366e-01 3.575597715282353040e+00 -3.738567400232550159e-02 1.366663145472617469e+00 2.126008147473266607e+00 -4.554214982772286930e+03 0.000000000000000000e+00
3.204071835837612459e-01 6.795928164162386986e-01 -1.963497912202562257e-01 3.559269819929291145e+00 1.979340747474005457e+00 1.350325041249017977e+00 -4.554214928402638179e+03 0.000000000000000000e+00
2.988818364646370629e-01 7.011181635353629371e-01 -2.298445720157304972e-01 3.519879174670375033e+00 1.956416045967251716e+00 1.397941574756259797e+00 -4.554214653315733813e+03 0.000000000000000000e+00
3.219949846344914435e-01 6.780050153655086120e-01 -1.258687265319221038e-01 3.579279762773448947e+00 2.108781115518997495e+00 1.396064753846500972e+00 -4.554214352939056880e+03 0.000000000000000000e+00
3.374679506556581554e-01 6.625320493443418446e-01 -7.528062531314674843e-02 3.589786384477485992e+00 2.134747055592245868e+00 1.347846443492850765e+00 -4.554214290903171786e+03 0.000000000000000000e+00
3.028511095612376192e-01 6.971488904387623808e-01 -2.371597775510135842e-01 3.549676010839094342e+00 1.949366800425511803e+00 1.378981535794089330e+00 -4.554212210981531825e+03 0.000000000000000000e+00
6.762560042855902953e-01 3.237439957144098157e-01 3.550317778781809430e+00 -2.456736919011918430e-01 1.393692289438583920e+00 1.906317187270794022e+00 -4.554211656175808457e+03 0.000000000000000000e+00
3.430471989622735363e-01 6.569528010377264637e-01 -4.833171852271773983e-02 3.595702602747618659e+00 2.129972107552661864e+00 1.357188461813811475e+00 -4.554211394843883681e+03 0.000000000000000000e+00
3.031752428009395484e-01 6.968247571990604516e-01 -2.895766917827595766e-01 3.483610322835326123e+00 1.892932426604190033e+00 1.430808931177842691e+00 -4.554211347055527767e+03 0.000000000000000000e+00
6.714770428778958911e-01 3.285229571221042200e-01 3.572250073850403940e+00 -2.019880908248000428e-01 1.380876273356037354e+00 2.082046732527235378e+00 -4.554211237357072605e+03 0.000000000000000000e+00
3.117945139685885936e-01 6.882054860314114064e-01 -2.376340407387612930e-01 3.548617428763251702e+00 1.911929943060475701e+00 1.440861243980920969e+00 -4.554211199223057520e+03 0.000000000000000000e+00
7.001011425548946399e-01 2.998988574451053601e-01 3.513278114052474255e+00 -2.338471213552980321e-01 1.431432815656100033e+00 1.989766872688346622e+00 -4.554211173770056121e+03 0.000000000000000000e+00
6.968892072578043440e-01 3.031107927421957116e-01 3.492456556611724050e+00 -3.481573685083155789e-01 1.443001076177403030e+00 1.929286965242239749e+00 -4.554211097004257681e+03 0.000000000000000000e+00
3.126000965482573779e-01 6.873999034517426221e-01 -2.974324645129532985e-01 3.520854826257907355e+00 2.010670679733108646e+00 1.408362282371493635e+00 -4.554210956921591787e+03 0.000000000000000000e+00
6.867532673390271958e-01 3.132467326609728597e-01 3.535459345953368082e+00 -3.013116002737856181e-01 1.431922288477012195e+00 1.997782146455844066e+00 -4.554208745924696814e+03 0.000000000000000000e+00
6.633600434642310528e-01 3.366399565357688917e-01 3.573351248488473519e+00 -6.452172403812306278e-02 1.386327076126243618e+00 2.131959712662917727e+00 -4.554207441558910432e+03 0.000000000000000000e+00
7.050208665985514545e-01 2.949791334014484900e-01 3.532879708397709706e+00 -3.255239009047538601e-01 1.429498916227962102e+00 1.874154646040014915e+00 -4.554206533985167880e+03 0.000000000000000000e+00
6.916052475680429801e-01 3.083947524319570199e-01 3.535652666824018464e+00 -1.875275086293066718e-01 1.437913228337281968e+00 2.015044095046039541e+00 -4.554205940187050146e+03 0.000000000000000000e+00
7.035906748532450017e-01 2.964093251467549428e-01 3.490267403842320704e+00 -3.365434996277381630e-01 1.426734800174816353e+00 1.850088535082568875e+00 -4.554204328334399179e+03 0.000000000000000000e+00
3.047270431192138362e-01 6.952729568807861638e-01 -2.735749036367244313e-01 3.563517135821478998e+00 1.930586508796516387e+00 1.419170476332004771e+00 -4.554202813810063162e+03 0.000000000000000000e+00
6.912908561402392182e-01 3.087091438597607262e-01 3.533451679938961476e+00 -2.779122775120259625e-01 1.373501093255255601e+00 1.926438645709300346e+00 -4.554202626583914025e+03 0.000000000000000000e+00
3.249521548125592352e-01 6.750478451874407648e-01 -1.007999733553400640e-01 3.565081309303816504e+00 2.119245086296293046e+00 1.361407931779516023e+00 -4.554202435982793759e+03 0.000000000000000000e+00
3.077771854345511260e-01 6.922228145654488740e-01 -3.196926603989416193e-01 3.550181526591721592e+00 1.958492657143973137e+00 1.412116380121066772e+00 -4.554202159246018709e+03 0.000000000000000000e+00
7.018350287671386578e-01 2.981649712328612867e-01 3.521589658217558760e+00 -3.102437967686701437e-01 1.429184138578672325e+00 1.975817494891125348e+00 -4.554201896807171579e+03 0.000000000000000000e+00
6.939464526680373391e-01 3.060535473319625499e-01 3.543123288332488574e+00 -2.365465202910830844e-01 1.378985764233250144e+00 2.012866972841279800e+00 -4.554201574488482947e+03 0.000000000000000000e+00
3.160064769057808198e-01 6.839935230942190136e-01 -2.812986008149679917e-01 3.560962808082464459e+00 1.991020761485976065e+00 1.418838392585972441e+00 -4.554200322471986510e+03 0.000000000000000000e+00
3.217886801947506537e-01 6.782113198052494019e-01 -2.662064144499654006e-01 3.555391558902898375e+00 1.931080267921029048e+00 1.420659944769257610e+00 -4.554199785826054722e+03 0.000000000000000000e+00
6.873652007127101227e-01 3.126347992872898773e-01 3.566057277189678576e+00 -2.600333783569621637e-01 1.397980428012413068e+00 2.022787223269576717e+00 -4.554199199946053341e+03 0.000000000000000000e+00
7.008546063141732896e-01 2.991453936858267104e-01 3.536545609487283137e+00 -3.038143893721105826e-01 1.410700656161378186e+00 1.861890743483923139e+00 -4.554198872986700735e+03 0.000000000000000000e+00
3.204308286161579589e-01 6.795691713838419856e-01 -1.787111150646056301e-01 3.583568123839355746e+00 2.077996022259164466e+00 1.373002714592392870e+00 -4.554197926561757413e+03 0.000000000000000000e+00
6.879075039885528264e-01 3.120924960114472291e-01 3.538613316218333527e+00 -1.355155569937337157e-01 1.385882753067520401e+00 2.051163652020126626e+00 -4.554197594766436850e+03 0.000000000000000000e+00
3.103612807868717516e-01 6.896387192131282484e-01 -3.152660807154139544e-01 3.546974619904628589e+00 1.973112166900308884e+00 1.401911324394253366e+00 -4.554197573466592075e+03 0.000000000000000000e+00
7.001368103892869899e-01 2.998631896107130101e-01 3.541795507002899246e+00 -2.260209964398034455e-01 1.424209080078523426e+00 1.912258913589073517e+00 -4.554196494385729238e+03 0.000000000000000000e+00
3.076171839851358225e-01 6.923828160148640665e-01 -2.190135311769478288e-01 3.508104900674994919e+00 2.019977946477095720e+00 1.423477007407375039e+00 -4.554196176569355885e+03 0.000000000000000000e+00
6.889311406235855140e-01 3.110688593764145415e-01 3.551048513826259523e+00 -1.605920948371969692e-01 1.365442295915424875e+00 1.978489590206330861e+00 -4.554195930441257588e+03 0.000000000000000000e+00
6.739599863994919504e-01 3.260400136005082161e-01 3.570576671434718907e+00 -8.767913730104788528e-02 1.357872029537817493e+00 2.118916479778533368e+00 -4.554195489180833647e+03 0.000000000000000000e+00
6.678376174901023976e-01 3.321623825098976024e-01 3.589315601315781201e+00 -1.134112578811497934e-01 1.386690056492175804e+00 2.006618347419903969e+00 -4.554193405598314712e+03 0.000000000000000000e+00
2.922900193691338466e-01 7.077099806308660979e-01 -2.899002903883651783e-01 3.507204206325435614e+00 1.923143781319443191e+00 1.432375360598185932e+00 -4.554192678551977224e+03 0.000000000000000000e+00
6.675934335848209278e-01 3.324065664151791277e-01 3.604055596749315082e+00 -1.105138694148652817e-01 1.355522347952173190e+00 2.078432440310141516e+00 -4.554191596889519133e+03 0.000000000000000000e+00
6.757177633249606963e-01 3.242822366750393592e-01 3.558554278175241059e+00 -1.215072685583995504e-01 1.401348902293259258e+00 1.967793868433192817e+00 -4.554190967170929980e+03 0.000000000000000000e+00
6.975031531116420158e-01 3.024968468883579842e-01 3.519515679068121905e+00 -1.951133697628351649e-01 1.400911572994695042e+00 1.966445281616985730e+00 -4.554190654368824653e+03 0.000000000000000000e+00
3.095785154160866637e-01 6.904214845839132808e-01 -3.096243253997503220e-01 3.540486547421466401e+00 1.924269601389227757e+00 1.446890157746287597e+00 -4.554190331870075170e+03 0.000000000000000000e+00
6.815712406405677326e-01 3.184287593594323784e-01 3.527284874127802450e+00 -2.016298018585346297e-01 1.435022642862944897e+00 2.040445176257284832e+00 -4.554190259144644187e+03 0.000000000000000000e+00
3.358535252929251702e-01 6.641464747070748853e-01 -7.112129051506910216e-02 3.606459059032820047e+00 2.088123738368421911e+00 1.358735987562432967e+00 -4.554189802833658177e+03 0.000000000000000000e+00
3.009234961730023472e-01 6.990765038269975973e-01 -2.435566097040850753e-01 3.511900873738277973e+00 1.916454329145315105e+00 1.394818133995321174e+00 -4.554189147231927564e+03 0.000000000000000000e+00
6.776103827307320415e-01 3.223896172692679585e-01 3.551480463559894218e+00 -8.803125226443493656e-02 1.364749406941678789e+00 2.044863768651189684e+00 -4.554188862345263260e+03 0.000000000000000000e+00
3.267368615538425169e-01 6.732631384461575941e-01 -8.501855231278103442e-02 3.542231251215038679e+00 2.069914619772073916e+00 1.389564449344098396e+00 -4.554188649151655227e+03 0.000000000000000000e+00
3.100871446683635679e-01 6.899128553316363766e-01 -2.889126785637479156e-01 3.563256998843635337e+00 1.957180910483593994e+00 1.392591249542996179e+00 -4.554188375377230841e+03 0.000000000000000000e+00
7.039110525886713710e-01 2.960889474113286290e-01 3.530916332365223287e+00 -3.174529052588657696e-01 1.447413526433784847e+00 1.888964949925341585e+00 -4.554187940523739599e+03 0.000000000000000000e+00
3.206509120015198500e-01 6.793490879984801500e-01 -2.567760446974401978e-01 3.512969807977391223e+00 1.935262208254548977e+00 1.431600497288079588e+00 -4.554187435763546091e+03 0.000000000000000000e+00
3.170005465910893383e-01 6.829994534089106617e-01 -2.345588595619524652e-01 3.537792349296876360e+00 2.069924842834147238e+00 1.399747232179392231e+00 -4.554187143390518031e+03 0.000000000000000000e+00
3.287065950205168008e-01 6.712934049794833102e-01 -2.070454818861324486e-01 3.571283916977806783e+00 1.953128812330163555e+00 1.373404658968587322e+00 -4.554187005353756831e+03 0.000000000000000000e+00
6.942646319956669032e-01 3.057353680043330968e-01 3.511425520451743942e+00 -3.635127765765137076e-01 1.431980539463481472e+00 1.919972322799810005e+00 -4.554186222807069498e+03 0.000000000000000000e+00
3.220170246789161306e-01 6.779829753210839804e-01 -1.182960709493088014e-01 3.533843253645917226e+00 2.046112150872249291e+00 1.412515059763526759e+00 -4.554185572049897019e+03 0.000000000000000000e+00
6.973278665573635626e-01 3.026721334426364929e-01 3.494904076236792001e+00 -3.115586149817408113e-01 1.461085487868758914e+00 1.885410118258781464e+00 -4.554185551742722964e+03 0.000000000000000000e+00
3.146575441034295539e-01 6.853424558965705016e-01 -1.963545239504321804e-01 3.549248465595165491e+00 2.064110236939750376e+00 1.426681306525523274e+00 -4.554184975742997267e+03 0.000000000000000000e+00
6.645020937775082404e-01 3.354979062224917596e-01 3.552552029247066034e+00 -1.267595972160524831e-01 1.357142137158745987e+00 2.048179262541111267e+00 -4.554184588505428110e+03 0.000000000000000000e+00
3.112611033833970198e-01 6.887388966166029247e-01 -2.705743751686466303e-01 3.501469336950678191e+00 1.940880079787483892e+00 1.451751645071634789e+00 -4.554184490821930922e+03 0.000000000000000000e+00
3.303258966849346723e-01 6.696741033150653832e-01 -1.547927808763285284e-01 3.536790222377868886e+00 2.066033081912101554e+00 1.371569302384039846e+00 -4.554183790609245989e+03 0.000000000000000000e+00
6.668254915428752927e-01 3.331745084571245963e-01 3.578099507393668333e+00 -1.540784843261697179e-01 1.357004878535756909e+00 1.989696793141485509e+00 -4.554181107632770363e+03 0.000000000000000000e+00
6.823729711085689820e-01 3.176270288914309625e-01 3.569374840097417234e+00 -8.749976662032384056e-02 1.383982991300761745e+00 2.040572197775591512e+00 -4.554180098550437833e+03 0.000000000000000000e+00
3.229770442136026265e-01 6.770229557863973735e-01 -2.247518392055666003e-01 3.537675147239642381e+00 2.068738522326391216e+00 1.390403301035618044e+00 -4.554179660947984303e+03 0.000000000000000000e+00
3.285816031041377538e-01 6.714183968958622462e-01 -1.343147512120285991e-01 3.543667837127064679e+00 1.984041906338250172e+00 1.366974038731136876e+00 -4.554178485016126615e+03 0.000000000000000000e+00
6.713209057297402360e-01 3.286790942702597085e-01 3.592200073670412053e+00 -1.754720361504801540e-01 1.382750739860894695e+00 2.065847999597793638e+00 -4.554177863049070766e+03 0.000000000000000000e+00
3.284613219398325179e-01 6.715386780601674266e-01 -1.076838204570189916e-01 3.541876302745520455e+00 2.096962849304791376e+00 1.396379198324839921e+00 -4.554177192834295056e+03 0.000000000000000000e+00
2.989619864308468711e-01 7.010380135691531844e-01 -3.079179315651132121e-01 3.526331506813467964e+00 1.938711968789579743e+00 1.453958927503669285e+00 -4.554176445743149088e+03 0.000000000000000000e+00
2.958278548113790762e-01 7.041721451886209238e-01 -3.671345470102549413e-01 3.514338270872581216e+00 1.886414788019619371e+00 1.447470362206598304e+00 -4.554176169411363844e+03 0.000000000000000000e+00
6.846909257165727514e-01 3.153090742834273041e-01 3.554709463075163445e+00 -9.887351218989044732e-02 1.387028293036337789e+00 2.037468948097984622e+00 -4.554175479011995776e+03 0.000000000000000000e+00
3.178826203046748455e-01 6.821173796953251545e-01 -1.377626455756397750e-01 3.581081987776517650e+00 2.033639343776147079e+00 1.355814790068349929e+00 -4.554174894822348506e+03 0.000000000000000000e+00
3.184549188516983542e-01 6.815450811483015903e-01 -2.256179992281565627e-01 3.527367144636223806e+00 2.048325074326227124e+00 1.428523867966451588e+00 -4.554174880348336956e+03 0.000000000000000000e+00
3.008508747520695081e-01 6.991491252479304919e-01 -2.208681116976026482e-01 3.529498045798228123e+00 1.939886183210363768e+00 1.389197828654040734e+00 -4.554174522397801411e+03 0.000000000000000000e+00
3.419847828078104168e-01 6.580152171921895832e-01 -6.734465778075661435e-02 3.574263915569597216e+00 2.119372921563007939e+00 1.366282607742267396e+00 -4.554173389787838460e+03 0.000000000000000000e+00
6.893052533533293724e-01 3.106947466466706276e-01 3.538443527395997101e+00 -2.277067572813648022e-01 1.417828102578567284e+00 2.060012093457350701e+00 -4.554172031309532940e+03 0.000000000000000000e+00
7.000767501911804302e-01 2.999232498088195698e-01 3.509773245975691403e+00 -3.393617644351022422e-01 1.454733474509560365e+00 1.846401718044319518e+00 -4.554171883275387700e+03 0.000000000000000000e+00
6.724945998430265082e-01 3.275054001569734918e-01 3.559629003947303083e+00 -1.055783113680564822e-01 1.380187918206840392e+00 2.133713736541280159e+00 -4.554171621633781797e+03 0.000000000000000000e+00
3.036918700111404523e-01 6.963081299888594922e-01 -2.009470844445611637e-01 3.561228295076589667e+00 1.955557767560864191e+00 1.408683791660980678e+00 -4.554169082409795919e+03 0.000000000000000000e+00
3.281611489341879073e-01 6.718388510658120927e-01 -1.570227794248802988e-01 3.599648011561965344e+00 2.047942341872064809e+00 1.370871421728395712e+00 -4.554168919603034738e+03 0.000000000000000000e+00
6.829037667756499008e-01 3.170962332243502102e-01 3.552753860449673784e+00 -1.260299942869477774e-01 1.418764224998672274e+00 1.998533101461213102e+00 -4.554168502422106030e+03 0.000000000000000000e+00
3.248036984807809446e-01 6.751963015192190554e-01 -9.918371985156827775e-02 3.566538148683826570e+00 2.124758757746093796e+00 1.367746381423687652e+00 -4.554168205793947891e+03 0.000000000000000000e+00
3.012468190854101224e-01 6.987531809145898221e-01 -3.249852258663132321e-01 3.544957364890289231e+00 1.926016302605918495e+00 1.427242632070952144e+00 -4.554167967026469341e+03 0.000000000000000000e+00
6.816999252834720080e-01 3.183000747165279920e-01 3.521371575751423233e+00 -1.758608008360045272e-01 1.431685171388648703e+00 2.019979133894183487e+00 -4.554167960754033629e+03 0.000000000000000000e+00
3.167179225712939417e-01 6.832820774287059473e-01 -2.641943953040720716e-01 3.572201847150372256e+00 1.950190456411666329e+00 1.408521123598750702e+00 -4.554167791747131560e+03 0.000000000000000000e+00
3.280710273793971954e-01 6.719289726206028046e-01 -9.310971396484979401e-02 3.556644637744747595e+00 2.107968116447405116e+00 1.360204502169965579e+00 -4.554165754658140941e+03 0.000000000000000000e+00
6.873106171286355037e-01 3.126893828713645518e-01 3.556422538208998674e+00 -1.765178887857430934e-01 1.403467882919594789e+00 2.080789184920426305e+00 -4.554164864915204816e+03 0.000000000000000000e+00
3.339247653456464127e-01 6.660752346543536984e-01 -7.083443944380635182e-02 3.601449313757730586e+00 2.082736788504814474e+00 1.376286331472152735e+00 -4.554164677876469796e+03 0.000000000000000000e+00
3.088696021071635767e-01 6.911303978928364788e-01 -1.563672784342627908e-01 3.543297857223620451e+00 1.957715546161187481e+00 1.384277918757419901e+00 -4.554164601386550203e+03 0.000000000000000000e+00
3.116974159251920118e-01 6.883025840748079327e-01 -2.092071068246652288e-01 3.575007849622559242e+00 1.932363292463892490e+00 1.399783448235573324e+00 -4.554164316111648077e+03 0.000000000000000000e+00
6.763025681614459605e-01 3.236974318385538729e-01 3.588251362548251500e+00 -1.554533113911958364e-01 1.357140679595415955e+00 2.071135873431120711e+00 -4.554164038935326971e+03 0.000000000000000000e+00
3.165026310932978482e-01 6.834973689067020963e-01 -2.206188642037847647e-01 3.574874785624190920e+00 2.052021668731565107e+00 1.396316842808778880e+00 -4.554163608483161624e+03 0.000000000000000000e+00
2.987114227671239797e-01 7.012885772328760758e-01 -2.784102460018298419e-01 3.533118783320825518e+00 1.933107597968770408e+00 1.449958337151453058e+00 -4.554163075122669397e+03 0.000000000000000000e+00
3.023473192671709553e-01 6.976526807328290447e-01 -2.612040349756193369e-01 3.560687601357890752e+00 1.944287282209880896e+00 1.417514393392262262e+00 -4.554163014352956452e+03 0.000000000000000000e+00
3.239921839006026927e-01 6.760078160993974183e-01 -2.744399667295629452e-01 3.555599747780911812e+00 1.983017731968454100e+00 1.403490364901927689e+00 -4.554161879061621221e+03 0.000000000000000000e+00
6.677274809759149443e-01 3.322725190240852222e-01 3.583176046975045992e+00 -1.467576592519523881e-01 1.365957015407158304e+00 1.981994960864916999e+00 -4.554161793063611185e+03 0.000000000000000000e+00
6.678197553854214874e-01 3.321802446145784571e-01 3.592608340775951703e+00 -1.683466706627324005e-01 1.379081847045283693e+00 2.060677097345498421e+00 -4.554161573527257133e+03 0.000000000000000000e+00
3.112501081309735906e-01 6.887498918690264649e-01 -2.324781747005770505e-01 3.556894897458574345e+00 2.001252344558636764e+00 1.366134753667038071e+00 -4.554161472864716416e+03 0.000000000000000000e+00
6.793652047424948437e-01 3.206347952575051008e-01 3.561236397171465562e+00 -1.820405537327531575e-01 1.375606831824302656e+00 2.097893022796246232e+00 -4.554161328832818072e+03 0.000000000000000000e+00
6.865859210955631564e-01 3.134140789044367881e-01 3.519243584072694997e+00 -2.784729101946267216e-01 1.415336451201776757e+00 1.861156877421478395e+00 -4.554159869796142630e+03 0.000000000000000000e+00
6.708670210636960007e-01 3.291329789363039438e-01 3.564938806275129046e+00 -1.644828797149567590e-01 1.371539966180058467e+00 2.111460150345436659e+00 -4.554159853974168982e+03 0.000000000000000000e+00
2.957408103886851602e-01 7.042591896113148398e-01 -2.839788388077910675e-01 3.540168756185021248e+00 1.931160142243076860e+00 1.424249073150775313e+00 -4.554159840993064790e+03 0.000000000000000000e+00
6.722002654171470581e-01 3.277997345828529974e-01 3.592429956851170392e+00 -1.192309487458576844e-01 1.354029463583597659e+00 2.098506712764587334e+00 -4.554159650264844458e+03 0.000000000000000000e+00
3.240516849749069950e-01 6.759483150250931160e-01 -1.571534426230512815e-01 3.580396152827748146e+00 1.960808809307105438e+00 1.397798403035294346e+00 -4.554159610277984029e+03 0.000000000000000000e+00
3.031194100911691613e-01 6.968805899088307276e-01 -3.638635858903392917e-01 3.501349674847153981e+00 1.880620956564827084e+00 1.451816356243671891e+00 -4.554158568256375474e+03 0.000000000000000000e+00
6.707220221424992079e-01 3.292779778575006810e-01 3.572410852006949078e+00 -1.359012027210851903e-01 1.360127225823062780e+00 2.119094060758029752e+00 -4.554156715559818622e+03 0.000000000000000000e+00
2.954814079675673333e-01 7.045185920324327222e-01 -2.858806996077759566e-01 3.517495062321896793e+00 1.939593050264531993e+00 1.448507543233095385e+00 -4.554155248766583099e+03 0.000000000000000000e+00
7.032707798411432787e-01 2.967292201588567768e-01 3.520447713015908864e+00 -3.132176064978892116e-01 1.442529091701180821e+00 1.954149527532789810e+00 -4.554154506151533496e+03 0.000000000000000000e+00
