# w_1 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
2.940066975792023363e-01 -1.378037622660163164e-01 3.522847658315734876e+00 1.405694823399017190e+00 9.626424912009374779e-01 -3.878863214018029794e+03 0.000000000000000000e+00
2.945613982349589155e-01 -9.178703672376110900e-02 3.581819902939043843e+00 1.404684632814558132e+00 9.744244030080186914e-01 -3.878862006271598148e+03 0.000000000000000000e+00
2.921510484089262505e-01 -2.915016236094921664e-01 3.555782407428256686e+00 1.406253113490154583e+00 1.005048473426849887e+00 -3.878860781257382769e+03 0.000000000000000000e+00
3.324689232395361405e-01 7.199144829128689693e-02 3.570272887801868134e+00 1.498182934510769559e+00 9.491575491783728058e-01 -3.878859028470698831e+03 0.000000000000000000e+00
3.079458007653287921e-01 -1.890689075957656395e-01 3.487097560990605860e+00 1.261663621270882940e+00 9.892406576476062696e-01 -3.878856732829047360e+03 0.000000000000000000e+00
3.273845505801782907e-01 -6.946799251093502270e-02 3.550076773509593053e+00 1.316338992539124897e+00 9.781873837931013282e-01 -3.878856000513819708e+03 0.000000000000000000e+00
3.222285843534928307e-01 -2.610319525371184585e-02 3.609119608420731762e+00 1.356275800662606779e+00 9.778812236188287876e-01 -3.878855182536967277e+03 0.000000000000000000e+00
3.335155544759098034e-01 -7.256508819590684611e-02 3.537369904093024875e+00 1.439220205593971791e+00 9.386597476200622125e-01 -3.878852014563694866e+03 0.000000000000000000e+00
3.297749313694388618e-01 -1.987328260120721779e-01 3.562511514063173124e+00 1.284825472023956916e+00 9.901347177713895054e-01 -3.878851839792005194e+03 0.000000000000000000e+00
3.133990100549171598e-01 -1.798383327680701527e-01 3.607094548022422131e+00 1.360134800967021107e+00 1.007750949864930856e+00 -3.878849084825730642e+03 0.000000000000000000e+00
3.038978501470149807e-01 -1.928159221207290663e-01 3.476400917613194252e+00 1.355830239730298592e+00 9.778255368303510053e-01 -3.878848324156698709e+03 0.000000000000000000e+00
3.087943986232046245e-01 -3.576686754817647307e-01 3.559862453481780875e+00 1.236785393925717846e+00 9.810288338084872661e-01 -3.878846014289931645e+03 0.000000000000000000e+00
3.176075763635944349e-01 -3.247178003817098313e-01 3.538341966972655683e+00 1.286996124386547979e+00 1.020674126937118675e+00 -3.878845715879206182e+03 0.000000000000000000e+00
2.923516845865537506e-01 -3.861219966018875627e-01 3.496113611529093390e+00 1.210849383301627613e+00 1.054790773786430158e+00 -3.878843296641079633e+03 0.000000000000000000e+00
2.969051915135264008e-01 -2.391439355142740419e-01 3.598735779647629585e+00 1.298549007038745318e+00 9.531302843291261651e-01 -3.878842958895090305e+03 0.000000000000000000e+00
3.150362894615013620e-01 -3.476896364606311685e-01 3.525418094511819866e+00 1.371584619695450646e+00 1.000062873055914459e+00 -3.878842931431693614e+03 0.000000000000000000e+00
3.063644918666902361e-01 -9.581160797135958307e-02 3.600273082667903246e+00 1.462468663908832234e+00 9.837895377116447904e-01 -3.878841768294662870e+03 0.000000000000000000e+00
3.100486153041587811e-01 -7.937339612377157516e-02 3.599102729029071135e+00 1.313943094396111899e+00 9.433669421011356970e-01 -3.878841294822985219e+03 0.000000000000000000e+00
2.938068745094341572e-01 -1.746360288654495441e-01 3.549306309294136597e+00 1.422802527017806407e+00 9.550774235898563669e-01 -3.878840534296282840e+03 0.000000000000000000e+00
3.374257599295395482e-01 -1.315066794100671621e-01 3.565278546816328831e+00 1.489344345451261376e+00 9.770606550900711174e-01 -3.878839750057050423e+03 0.000000000000000000e+00
2.983831174177217216e-01 -2.996311700335958506e-01 3.552148613636152419e+00 1.296826505351084124e+00 1.043344245854960217e+00 -3.878839273285219406e+03 0.000000000000000000e+00
3.015349285301923699e-01 -1.614628283288764565e-01 3.541373594168921279e+00 1.461036230840486061e+00 9.596728911102428983e-01 -3.878838920218603562e+03 0.000000000000000000e+00
3.096673734308624804e-01 -1.916223330179492312e-01 3.533953984899274037e+00 1.249136675874744196e+00 9.494172523674327957e-01 -3.878838736481096930e+03 0.000000000000000000e+00
3.262823751501648939e-01 -1.932489490771883145e-01 3.569381855375066248e+00 1.481173279372291818e+00 9.517627139702584671e-01 -3.878837226600534905e+03 0.000000000000000000e+00
3.218722580939359368e-01 -2.573232373357256519e-01 3.515123224822973125e+00 1.405582724833275288e+00 1.004525231666976604e+00 -3.878837111846971311e+03 0.000000000000000000e+00
2.925653213276886988e-01 -1.497657893809342944e-01 3.563579776615732442e+00 1.300479617969558355e+00 9.491942477550320278e-01 -3.878836120689882591e+03 0.000000000000000000e+00
2.997004916117703699e-01 -1.982712012150043002e-01 3.470357610127447145e+00 1.314819934527244882e+00 1.018232587647676768e+00 -3.878835653714004366e+03 0.000000000000000000e+00
3.501356378692037086e-01 -8.799101342383257307e-02 3.612170113281058637e+00 1.430326640931248061e+00 9.334716273395410324e-01 -3.878835008291529903e+03 0.000000000000000000e+00
3.171128371385064648e-01 -1.429840016274780967e-01 3.581857407717725206e+00 1.489034636046868920e+00 9.377622687436273363e-01 -3.878833796056325355e+03 0.000000000000000000e+00
3.224655094645938469e-01 -4.567465395209679979e-02 3.550916636919087210e+00 1.504960602050838370e+00 9.877440719309207307e-01 -3.878832294830091996e+03 0.000000000000000000e+00
2.826548890873695208e-01 -2.277259821342398904e-01 3.536199045395702178e+00 1.271898058871247184e+00 1.030922716649386173e+00 -3.878831969275879146e+03 0.000000000000000000e+00
3.311524097849394277e-01 -4.028749828244075626e-02 3.634660747815255277e+00 1.506542033918382595e+00 9.268065689466524759e-01 -3.878831853941469944e+03 0.000000000000000000e+00
2.845951416521954047e-01 -2.853730757867710688e-01 3.526051266856979449e+00 1.242188121376436527e+00 1.046491627922329304e+00 -3.878831120409704909e+03 0.000000000000000000e+00
3.174964961779452310e-01 -2.871400532742199863e-01 3.566799121117028015e+00 1.273689915515343163e+00 9.476694867592647675e-01 -3.878830439106343420e+03 0.000000000000000000e+00
3.236376501621479607e-01 -1.026762547711897872e-02 3.552796851750640084e+00 1.397133600640283912e+00 9.329250624040583695e-01 -3.878829155596029523e+03 0.000000000000000000e+00
3.208855559720062423e-01 -5.642960083342602601e-03 3.575900601315293859e+00 1.513265106151949535e+00 9.812631617682434637e-01 -3.878828571507025117e+03 0.000000000000000000e+00
3.443111832073120770e-01 -2.802052726426418339e-02 3.593255701626566712e+00 1.374875417653214749e+00 9.305356921104054324e-01 -3.878827869277630271e+03 0.000000000000000000e+00
2.677178831804211678e-01 -4.265650476497100385e-01 3.452663426052680062e+00 1.217088013347619624e+00 1.050735866581232525e+00 -3.878826098055230432e+03 0.000000000000000000e+00
2.705374796708772678e-01 -4.453586282351836290e-01 3.471461823625010545e+00 1.267165960209316822e+00 1.038234924782628577e+00 -3.878825710659910328e+03 0.000000000000000000e+00
2.713635595380134435e-01 -3.143777802386066855e-01 3.479909478367618991e+00 1.215106685554331767e+00 1.035077457362170383e+00 -3.878823718702880797e+03 0.000000000000000000e+00
2.927345449946996969e-01 -2.665178127147382892e-01 3.497978019833057228e+00 1.295092379891854550e+00 1.053897996265459103e+00 -3.878822703104237917e+03 0.000000000000000000e+00
2.972084868397377178e-01 -4.170755145224300797e-01 3.537414094982419321e+00 1.208685749330441705e+00 1.001231777743663898e+00 -3.878822428906627010e+03 0.000000000000000000e+00
3.296990079112011585e-01 -5.873581103177155649e-02 3.627732134806843867e+00 1.486495788559206277e+00 9.188390447321750365e-01 -3.878821324980414374e+03 0.000000000000000000e+00
3.223837221354488580e-01 1.455761166830768505e-02 3.603573477576349049e+00 1.482162614252062527e+00 9.211387903351462292e-01 -3.878820941729305559e+03 0.000000000000000000e+00
3.009130788289695602e-01 -3.680235761365330260e-01 3.514678276651506561e+00 1.342089296634487949e+00 1.036501159737469813e+00 -3.878816329827919617e+03 0.000000000000000000e+00
3.243198319334904545e-01 -6.676805524400614145e-02 3.542744968688188667e+00 1.477583280939362309e+00 9.392926319385435097e-01 -3.878814269532597791e+03 0.000000000000000000e+00
3.022292910782139463e-01 -5.315063274592950887e-02 3.538215200475130828e+00 1.407197922532931411e+00 9.936191854035817395e-01 -3.878812235548173703e+03 0.000000000000000000e+00
3.341026713057140829e-01 -1.859764129160771662e-01 3.595898765414744513e+00 1.449214653317229429e+00 9.385993950367833571e-01 -3.878811448471403310e+03 0.000000000000000000e+00
3.030312971361952545e-01 -4.876856181751952624e-02 3.594416045240231838e+00 1.442858673879260811e+00 9.651028721928064380e-01 -3.878811305475790505e+03 0.000000000000000000e+00
3.300755521278604387e-01 -2.498396870409347048e-01 3.573222135046562276e+00 1.300397381381354966e+00 9.564991619979611448e-01 -3.878811295552129650e+03 0.000000000000000000e+00
2.967067947686011786e-01 -3.075208087323646478e-01 3.585592434673460893e+00 1.300243529839376633e+00 1.014483703759017974e+00 -3.878809640476171808e+03 0.000000000000000000e+00
3.046990807847579918e-01 -2.498426259879155398e-01 3.497667810770960894e+00 1.387733884324281908e+00 9.602339095022354165e-01 -3.878809557218914961e+03 0.000000000000000000e+00
3.005833096981929131e-01 -2.059852125259526989e-01 3.480254458558267761e+00 1.296798006007745307e+00 1.030705043288070000e+00 -3.878808085454870252e+03 0.000000000000000000e+00
2.992037116612240033e-01 -2.978515868433022074e-01 3.542887661599063875e+00 1.297721383593267497e+00 1.046851499440679900e+00 -3.878808059559200956e+03 0.000000000000000000e+00
2.818018181299559721e-01 -3.809627748492737664e-01 3.542605735562621927e+00 1.320901955448638532e+00 9.875339727153849001e-01 -3.878807534208217930e+03 0.000000000000000000e+00
3.247898720569880604e-01 -2.320836874309128994e-02 3.617871945783975196e+00 1.529741518523195509e+00 9.550792262767536789e-01 -3.878807149392179326e+03 0.000000000000000000e+00
3.201241129064835711e-01 -1.496772668855824162e-01 3.611352927481493502e+00 1.427325880170981165e+00 9.984689908186881180e-01 -3.878806139298082144e+03 0.000000000000000000e+00
2.879701770376208447e-01 -3.900396743714087955e-01 3.532922858502767660e+00 1.221755029389295588e+00 9.714352681124556188e-01 -3.878805936873609426e+03 0.000000000000000000e+00
3.171765392337582701e-01 -1.162796338251198547e-01 3.628097780870572997e+00 1.419262700184178660e+00 9.845529271551672901e-01 -3.878803055236280670e+03 0.000000000000000000e+00
3.212052396000377175e-01 -9.196513512065580820e-02 3.531456765894576577e+00 1.442462321430379113e+00 9.387691847689152436e-01 -3.878802107098374563e+03 0.000000000000000000e+00
3.047980321682436378e-01 -2.887736281964835561e-01 3.548572397829208303e+00 1.332038035449034874e+00 9.361552511412846167e-01 -3.878801778835198547e+03 0.000000000000000000e+00
3.075192671266862576e-01 -4.746210314483477466e-02 3.617801353446448598e+00 1.428540878508248291e+00 9.598655635250398221e-01 -3.878801600579547994e+03 0.000000000000000000e+00
3.336070549067153279e-01 -2.278945441002194761e-02 3.558668139197744829e+00 1.477557643444195268e+00 9.281961521160382311e-01 -3.878801172684336962e+03 0.000000000000000000e+00
3.313711813335490364e-01 -1.631983848236544243e-01 3.598050316260130721e+00 1.480216084345855609e+00 9.764187213256402265e-01 -3.878800910976828163e+03 0.000000000000000000e+00
3.374069835028073450e-01 -1.915621306956530601e-01 3.561987872334526184e+00 1.446995299867387619e+00 9.662963074344259606e-01 -3.878800371351517242e+03 0.000000000000000000e+00
2.901255448513244684e-01 -3.385501353630019361e-01 3.478309544301166678e+00 1.234029546463851101e+00 9.705222903203837292e-01 -3.878799637727293884e+03 0.000000000000000000e+00
2.905781037325470550e-01 -1.099612556367208227e-01 3.552449962713796872e+00 1.322874120746349025e+00 9.884485436520845658e-01 -3.878799168275555985e+03 0.000000000000000000e+00
2.810050267618476871e-01 -4.804842057290502066e-01 3.493329789820427411e+00 1.230084522660934709e+00 1.006014851798571197e+00 -3.878796418525149420e+03 0.000000000000000000e+00
3.321928342317189142e-01 -6.475290521924079168e-02 3.636638398184754539e+00 1.360513835620263734e+00 9.440540062885746098e-01 -3.878796297294523356e+03 0.000000000000000000e+00
3.161805898009735771e-01 -2.138586002820995202e-01 3.509768667046567092e+00 1.411726469078719681e+00 1.018953694556771428e+00 -3.878794296004883108e+03 0.000000000000000000e+00
3.269300044728976062e-01 -1.118817104099709414e-01 3.518782151618220500e+00 1.445590571892628073e+00 9.926722147844708743e-01 -3.878794163549788209e+03 0.000000000000000000e+00
3.049698252641451779e-01 -3.113149345278738989e-01 3.526342492339375134e+00 1.286323304474062290e+00 1.046740190877148757e+00 -3.878793752867494732e+03 0.000000000000000000e+00
3.402965437377801772e-01 -1.433063931796663137e-01 3.549010092432743679e+00 1.352311125801207492e+00 9.735136795088379369e-01 -3.878793676984815647e+03 0.000000000000000000e+00
2.895547624945334353e-01 -4.206266483128183742e-01 3.477478041956443722e+00 1.320961165603322662e+00 1.027961074405043362e+00 -3.878791388841267690e+03 0.000000000000000000e+00
3.324761611559623464e-01 -6.709077281044847907e-02 3.554112110714972239e+00 1.472580611061689027e+00 9.972001384784057176e-01 -3.878790912980913618e+03 0.000000000000000000e+00
3.373018433844675035e-01 -2.582163263997641622e-02 3.633785958131191762e+00 1.517586085994097944e+00 9.240449538871137181e-01 -3.878790509945441499e+03 0.000000000000000000e+00
3.064847236345437653e-01 -2.393373437390218517e-01 3.590284632717250624e+00 1.429355264373571188e+00 9.540289426125910799e-01 -3.878788889853178262e+03 0.000000000000000000e+00
3.365525666401240623e-01 -4.322916055365919746e-02 3.561023816510371365e+00 1.358129839202622202e+00 9.392868049436395861e-01 -3.878787702811031068e+03 0.000000000000000000e+00
3.384710965781478897e-01 2.983435965118519384e-02 3.625289321554734379e+00 1.435670091113088187e+00 9.709482127896080783e-01 -3.878787253222323216e+03 0.000000000000000000e+00
2.878108809706993454e-01 -1.984060783189275368e-01 3.566981342064825533e+00 1.256810133537729302e+00 9.958334888296963561e-01 -3.878785823669870297e+03 0.000000000000000000e+00
3.136721129017447374e-01 -2.640807116539777843e-01 3.543768236578740183e+00 1.409289175103264125e+00 9.443419400593150437e-01 -3.878785143228834386e+03 0.000000000000000000e+00
3.228644287933938872e-01 -1.872569766124328183e-01 3.590021073776399341e+00 1.325246523139588906e+00 1.008240581309881811e+00 -3.878784509957603404e+03 0.000000000000000000e+00
2.840467258313448817e-01 -4.405052792430071973e-01 3.445698028913855016e+00 1.255521591047830343e+00 1.037345856062522387e+00 -3.878782557567172262e+03 0.000000000000000000e+00
3.043327714013669971e-01 -2.687255760537123894e-01 3.482061270722143220e+00 1.339265746332207296e+00 1.038825491847469307e+00 -3.878782460437930695e+03 0.000000000000000000e+00
2.943474627217276818e-01 -3.113588181728609294e-01 3.507190121542878902e+00 1.405223252956080859e+00 9.879377200721917163e-01 -3.878780199949870621e+03 0.000000000000000000e+00
3.263483703689170068e-01 -2.483748518144148210e-01 3.530273236049437546e+00 1.350429767842649120e+00 1.013602998219928164e+00 -3.878779145608959880e+03 0.000000000000000000e+00
2.973498319344252128e-01 -2.118412855991313182e-01 3.483752077602296993e+00 1.239108275734577935e+00 1.008511643559706572e+00 -3.878779134779770629e+03 0.000000000000000000e+00
3.258768262091560897e-01 -5.327181372252319524e-02 3.563976775343312475e+00 1.313634720588412463e+00 9.629098624985317212e-01 -3.878778547262271786e+03 0.000000000000000000e+00
2.991556538729217007e-01 -3.517179720049403713e-01 3.464041215197157797e+00 1.274695854345073043e+00 1.044460255182824149e+00 -3.878778042426843058e+03 0.000000000000000000e+00
2.826870298996069786e-01 -2.962803237471237638e-01 3.557014889192686269e+00 1.286894409905761982e+00 9.615531071880243363e-01 -3.878776768169243496e+03 0.000000000000000000e+00
2.843581101013789580e-01 -4.320857693548809109e-01 3.507138840802322299e+00 1.216929818963031762e+00 9.825426968191449673e-01 -3.878774640111862482e+03 0.000000000000000000e+00
3.244099256894738548e-01 -2.467029569588150006e-01 3.519138840750386521e+00 1.355265271232857893e+00 9.508711650384806813e-01 -3.878773544699912236e+03 0.000000000000000000e+00
2.879428949713040975e-01 -2.129872381606891241e-01 3.496890862460085181e+00 1.370262372484435831e+00 9.746875214113105423e-01 -3.878772878165281327e+03 0.000000000000000000e+00
3.147784348025696732e-01 -2.432407406669759298e-02 3.613174035042161947e+00 1.471139636086306490e+00 9.756703304637098784e-01 -3.878771205468669450e+03 0.000000000000000000e+00
2.892182503169285490e-01 -1.650498483030641839e-01 3.535519813716407000e+00 1.285438034773326521e+00 1.017919730040652171e+00 -3.878770301525529248e+03 0.000000000000000000e+00
3.165622701393613347e-01 -1.572682914737676407e-01 3.631655516065028344e+00 1.339907213240661310e+00 9.535067160304393497e-01 -3.878770020932325679e+03 0.000000000000000000e+00
3.212710327369188157e-01 -2.094170539676021014e-01 3.567638395944789043e+00 1.355250968939099687e+00 9.226824328745788506e-01 -3.878767186782339650e+03 0.000000000000000000e+00
3.127900073530354708e-01 -4.399454996017525960e-02 3.612799108185761998e+00 1.403223105640805324e+00 9.863207053711287031e-01 -3.878766163164406862e+03 0.000000000000000000e+00
2.937408565218133649e-01 -3.779445424967060596e-01 3.482735164391442151e+00 1.356015593048725876e+00 1.017798509634788795e+00 -3.878764783543063459e+03 0.000000000000000000e+00
2.733910439419190985e-01 -3.647597591499300851e-01 3.537445234257398319e+00 1.251839833334132956e+00 9.904231794411626488e-01 -3.878764534528821059e+03 0.000000000000000000e+00
3.023975303483912302e-01 -5.728078733354804997e-02 3.580046580862458416e+00 1.367576558502835438e+00 9.426775207144356683e-01 -3.878763838622636285e+03 0.000000000000000000e+00
3.482791051471896271e-01 -6.518449216299596061e-02 3.615109181408603156e+00 1.421078647414556695e+00 9.641445174992249179e-01 -3.878762717152081677e+03 0.000000000000000000e+00
3.314254221140073287e-01 -2.274882059589759808e-01 3.564862850177711096e+00 1.347083252663713759e+00 9.376385169810445008e-01 -3.878762145813898769e+03 0.000000000000000000e+00
3.128063838572506250e-01 -8.598070570791613298e-02 3.529792643120741591e+00 1.462275620904944340e+00 1.000974854055946883e+00 -3.878761953153789364e+03 0.000000000000000000e+00
3.011104863180629199e-01 -3.175017967137925834e-01 3.554306092838964481e+00 1.300769675532453817e+00 1.038876128476369010e+00 -3.878761924169281883e+03 0.000000000000000000e+00
2.979596281366658772e-01 -2.841667207063861555e-01 3.523891111335303972e+00 1.384427725010640930e+00 1.036631694331120013e+00 -3.878761894088954705e+03 0.000000000000000000e+00
3.477806420754205874e-01 1.050253682425927454e-01 3.611073593738438170e+00 1.470558303283118873e+00 9.400104486294100781e-01 -3.878761396784294902e+03 0.000000000000000000e+00
3.208649547587366646e-01 -1.834374700781241374e-01 3.596907867028001249e+00 1.317372823853853125e+00 1.003867132926578254e+00 -3.878760525880485147e+03 0.000000000000000000e+00
2.687176956712282183e-01 -3.462833104233322690e-01 3.518822776603603764e+00 1.240744480245254300e+00 1.028580164328585234e+00 -3.878759110791414514e+03 0.000000000000000000e+00
3.046253072794578576e-01 -1.916215301160789641e-01 3.571483293275298010e+00 1.469370484768083074e+00 9.881263979617236348e-01 -3.878758738710150283e+03 0.000000000000000000e+00
2.985759383467112005e-01 -3.351695896135220010e-01 3.581391486983845684e+00 1.247347299751808913e+00 9.879306959774294405e-01 -3.878758682808558206e+03 0.000000000000000000e+00
3.373847006018803607e-01 -8.845070996618401016e-02 3.634005263861556312e+00 1.370590776103592923e+00 9.527339410747546200e-01 -3.878758623554677797e+03 0.000000000000000000e+00
3.343756741584992809e-01 -9.961157800609377055e-02 3.615254907754745339e+00 1.405142405822464635e+00 9.124337548847218926e-01 -3.878756615052149300e+03 0.000000000000000000e+00
2.833788847098087094e-01 -3.733939786008249606e-01 3.469398611761707496e+00 1.266305015274132639e+00 1.060744355777537784e+00 -3.878753907187841833e+03 0.000000000000000000e+00
3.500714375551654545e-01 8.727089639456800385e-02 3.639370083695950164e+00 1.531594481073744740e+00 9.433355413674257006e-01 -3.878753168616515723e+03 0.000000000000000000e+00
3.209480934941266184e-01 -3.220217059221292533e-01 3.543085403141353229e+00 1.356513828833555646e+00 1.003345821192936915e+00 -3.878752338683718335e+03 0.000000000000000000e+00
3.398071612361544536e-01 -2.097008206708250722e-02 3.566172079016457719e+00 1.499512469665239767e+00 9.320318746823417211e-01 -3.878751304949685164e+03 0.000000000000000000e+00
3.174756921780680918e-01 -2.798321852828434819e-01 3.544891905377399066e+00 1.227762663469391002e+00 9.839041392464710212e-01 -3.878751264778885343e+03 0.000000000000000000e+00
3.083133806776409136e-01 -1.898070803134571660e-01 3.504686734053294117e+00 1.447182159584896821e+00 9.878974344578271838e-01 -3.878751247173302545e+03 0.000000000000000000e+00
2.776934200797109287e-01 -3.157968190468399827e-01 3.511197151390186288e+00 1.349297040320138308e+00 1.026567306519149625e+00 -3.878750425623413321e+03 0.000000000000000000e+00
3.302169208757791408e-01 -1.385238138764745275e-01 3.604583344400147826e+00 1.426077185754115684e+00 9.162311959027927832e-01 -3.878749793420914102e+03 0.000000000000000000e+00
3.146012643324559432e-01 -5.230420894433539941e-02 3.531265309528924146e+00 1.398806134164250592e+00 1.003831303638592409e+00 -3.878749403179302590e+03 0.000000000000000000e+00
2.756839656043926778e-01 -3.709454734990825786e-01 3.546721066923648635e+00 1.229555970829128153e+00 1.005318544327178154e+00 -3.878748123247605690e+03 0.000000000000000000e+00
3.180050400662339793e-01 -2.303304178462703966e-01 3.515264499440593937e+00 1.243670763755130970e+00 9.989962322243212123e-01 -3.878747880352651919e+03 0.000000000000000000e+00
3.005135252795950729e-01 -7.876951346107605167e-02 3.530241447987825243e+00 1.346202301923731470e+00 9.996063506453701786e-01 -3.878747330390838670e+03 0.000000000000000000e+00
3.140538864309411760e-01 -2.592639394160261013e-01 3.608236995288764515e+00 1.299417872332127244e+00 9.755012074323953231e-01 -3.878747209409694733e+03 0.000000000000000000e+00
3.282496792599087221e-01 -2.022296975725865475e-01 3.531970702575097043e+00 1.434056041369500489e+00 9.967373149338284444e-01 -3.878746093830965037e+03 0.000000000000000000e+00
2.919441626267793022e-01 -2.777957674569360158e-01 3.595575195929453294e+00 1.295371666201681871e+00 9.827284154746346312e-01 -3.878745754052382836e+03 0.000000000000000000e+00
3.455582378309781100e-01 4.332295032649294275e-02 3.607336223518295970e+00 1.487571868546133436e+00 9.111109226967448738e-01 -3.878745087370138663e+03 0.000000000000000000e+00
2.848065107304389443e-01 -2.702148817427992844e-01 3.532052074518125639e+00 1.336414107168569787e+00 9.558298818782801076e-01 -3.878744116968316121e+03 0.000000000000000000e+00
3.177708993431603846e-01 -2.255684952386790565e-01 3.569186761710449129e+00 1.244704147210224487e+00 9.911948139464227259e-01 -3.878743361855882085e+03 0.000000000000000000e+00
2.789726505474812157e-01 -2.215716051334663539e-01 3.511311571773153339e+00 1.286030744317884666e+00 1.026415002912786756e+00 -3.878739775340799497e+03 0.000000000000000000e+00
3.479125387211572384e-01 -1.074061647042248990e-01 3.607689641088889232e+00 1.404511346029034602e+00 9.532920687276973393e-01 -3.878739000190018942e+03 0.000000000000000000e+00
3.244832881871358987e-01 -1.829056078373508254e-01 3.628337385282172978e+00 1.373517002054226888e+00 9.418228956426464293e-01 -3.878737353583996992e+03 0.000000000000000000e+00
2.945976910029167728e-01 -2.143288002179744300e-01 3.464989891473067907e+00 1.301057229371680224e+00 1.012383167510043203e+00 -3.878737336432575376e+03 0.000000000000000000e+00
2.854711844850674751e-01 -2.908929365435670711e-01 3.539213862947240052e+00 1.393462098870057453e+00 9.884817225673568908e-01 -3.878736673808010892e+03 0.000000000000000000e+00
3.200235666410718438e-01 -2.532477328913065318e-01 3.496174538825338907e+00 1.365183479843547598e+00 1.009949943135876271e+00 -3.878736624695350656e+03 0.000000000000000000e+00
2.972914134581234324e-01 -9.853629399147879886e-02 3.548829966787439449e+00 1.444020439086762142e+00 9.739810581738040929e-01 -3.878736434294760329e+03 0.000000000000000000e+00
3.313542718007007060e-01 -6.444264874767829943e-02 3.587510710651028223e+00 1.367629263876203760e+00 9.959730009907186155e-01 -3.878735885561453415e+03 0.000000000000000000e+00
3.167939766331998031e-01 -2.135666271659950322e-01 3.515759121518120534e+00 1.241274376428685322e+00 9.912008266531586731e-01 -3.878735551049897822e+03 0.000000000000000000e+00
3.302348817880743082e-01 9.169559963454941565e-02 3.602286182533526393e+00 1.502276494943562080e+00 9.505359444779684086e-01 -3.878735506409464051e+03 0.000000000000000000e+00
3.003816398373135299e-01 -2.533861678568865017e-01 3.589768904743815714e+00 1.317403125683327181e+00 1.017369379672469654e+00 -3.878734034643453924e+03 0.000000000000000000e+00
3.201441437455890271e-01 -1.675818028523540226e-01 3.560922276638744055e+00 1.294302749802691554e+00 9.305857564337549626e-01 -3.878733777959348572e+03 0.000000000000000000e+00
3.106639198352255660e-01 -1.463410769660024834e-02 3.575409313813390888e+00 1.473283687630621674e+00 9.798379089692448307e-01 -3.878733113098352987e+03 0.000000000000000000e+00
3.190916012204322305e-01 -2.260692016603621235e-01 3.591876668291555941e+00 1.262825014075140251e+00 9.693891297701029419e-01 -3.878730010544603829e+03 0.000000000000000000e+00
3.257468433378911676e-01 -1.964373095330323171e-01 3.626738587604084962e+00 1.393318557254679790e+00 9.571974551372681717e-01 -3.878729897101220104e+03 0.000000000000000000e+00
3.143112928209414458e-01 -1.867779796713648632e-01 3.517390258241710921e+00 1.248102531092890599e+00 9.704287768200032804e-01 -3.878729094714019539e+03 0.000000000000000000e+00
3.182190816547971202e-01 -2.441251853099805358e-01 3.551419224688508791e+00 1.459877225055213446e+00 9.702326716327644984e-01 -3.878728225610623667e+03 0.000000000000000000e+00
3.053788843374826145e-01 -2.947006855112421775e-01 3.518523538732895251e+00 1.322419910225444806e+00 9.437540281017817723e-01 -3.878727752358603539e+03 0.000000000000000000e+00
3.183933256044539917e-01 -5.090500542350309687e-02 3.556143581584638724e+00 1.355394026740351920e+00 9.306414239853662007e-01 -3.878727111114070794e+03 0.000000000000000000e+00
3.377560511461973336e-01 1.004159904345868770e-01 3.612784073597243850e+00 1.531630786263212363e+00 9.497190246388577117e-01 -3.878721313553022810e+03 0.000000000000000000e+00
3.092689932692804788e-01 -3.213464186367873676e-01 3.574148550211305064e+00 1.292802737773238730e+00 9.517370365300438229e-01 -3.878719491245591598e+03 0.000000000000000000e+00
2.789496433347254389e-01 -2.206494904172074945e-01 3.551414890589393636e+00 1.280164754595654264e+00 1.000334334703835149e+00 -3.878719071628203437e+03 0.000000000000000000e+00
3.024218849314277979e-01 -4.349442801998139041e-01 3.494729788460059883e+00 1.264610141699959334e+00 1.003143558488684084e+00 -3.878718590932283405e+03 0.000000000000000000e+00
3.332082873642102649e-01 -1.638815422859987436e-01 3.569603419303349678e+00 1.482268385388661791e+00 9.779102940447395031e-01 -3.878717908283201268e+03 0.000000000000000000e+00
3.070060481909421268e-01 -2.581349609959661118e-01 3.472380704956452124e+00 1.349650462787510774e+00 9.827315977321566809e-01 -3.878717173567515601e+03 0.000000000000000000e+00
3.369248420205706029e-01 -5.818505818504464411e-02 3.640402883558263358e+00 1.487755431817789686e+00 9.285328817451531380e-01 -3.878716309814943543e+03 0.000000000000000000e+00
3.472887699285194807e-01 4.714745328469920060e-02 3.648561811343361772e+00 1.476980271914145826e+00 9.196028477278418434e-01 -3.878715761733905765e+03 0.000000000000000000e+00
2.722411428282974777e-01 -4.447485298201447890e-01 3.459973702009867313e+00 1.252747017965986753e+00 1.017869986543219474e+00 -3.878714727093023612e+03 0.000000000000000000e+00
3.278572798095740759e-01 -1.293898400003428983e-01 3.627804547733437524e+00 1.334041255148495475e+00 9.547036936991221134e-01 -3.878714577475179340e+03 0.000000000000000000e+00
2.965651201071979881e-01 -2.112267469825911126e-01 3.540668631368520725e+00 1.223422561809257791e+00 9.667850660023949994e-01 -3.878714007294604016e+03 0.000000000000000000e+00
2.970013101911682663e-01 -4.096217722479245094e-01 3.548092665708808546e+00 1.310418185628109633e+00 1.006833046243656549e+00 -3.878711945206820928e+03 0.000000000000000000e+00
